TIC,sector,source,per,power,prominence,width,amplitude,brf_class,brf_prob,instability,sigma_brf,entropy,sigma_top,brf_class_raw,cube_idx,sector_class,final_class_tic,decision_step
12647620,18.0,LS,0.8869973468138723,0.0375739502473663,0.0375636136629841,4.1738894742893535,0.010024388320744,Rndm,0.629,0.04,0.1451054733633435,0.7612756,0.21121451,Rndm,4821.0,Irregular,Irregular,1
12647620,18.0,LS,1.1150823788517252,0.0505382079320171,0.0505062987902959,4.929950995255695,0.010024388320744,Rndm,0.458,0.14,0.1170349417909027,0.6037366,0.27559495,CEP,4822.0,Irregular,Irregular,1
12647620,18.0,LS,1.5205668802523526,0.046519961484316,0.0463000314144707,9.112089718459629,0.010024388320744,Rndm,0.611,0.0,0.0839640780334066,0.55908316,0.17684661,Rndm,4823.0,Irregular,Irregular,1
12647620,18.0,LS,2.1287936323532937,0.0277980435325782,0.0193088279243458,2.8496540490300504,0.010024388320744,Rndm,0.772,0.0,0.0978136629994528,0.5699557,0.18207991,Rndm,4824.0,Irregular,Irregular,1
12647620,18.0,LS,2.3894622403965537,0.0301337809324837,0.0300888548362547,3.728738192043238,0.010024388320744,Rndm,0.794,0.0,0.0982375976904973,0.67084116,0.19053574,Rndm,4825.0,Irregular,Irregular,1
12647620,18.0,LS,3.081148678406082,0.0369483962986838,0.0367747431170286,4.3731776439326495,0.010024388320744,Rndm,0.649,0.0,0.1348283412343265,0.8964726,0.22334208,Rndm,4826.0,Irregular,Irregular,1
12647620,18.0,LS,5.09059346867092,0.1611419059398529,0.0651668071087663,3.0230828361277418,0.010024388320744,LPV,0.804,0.02,0.1283545090754508,0.30677503,0.12467297,LPV,4827.0,Irregular,Irregular,1
12647620,18.0,LS,7.317728111214449,0.2335240902213916,0.2279598006136343,4.4429024771320655,0.010024388320744,LPV,0.83,0.0,0.066555011832318,0.24369824,0.061496526,LPV,4828.0,Irregular,Irregular,1
13968575,81.0,LS,0.9507433703958964,0.0111442418122663,0.0108316737332525,5.317294696618774,0.0793470814824104,Rndm,0.993997425997426,0.0,0.0023405925233224,1.9141156e-05,5.925529e-06,Rndm,111098.0,Irregular,Irregular,1
13968575,81.0,LS,1.232445109772458,0.0114528685956878,0.0112983711743601,3.5528685685494565,0.0793470814824104,Rndm,0.991997425997426,0.0,0.0163714086197094,0.0028827253,0.0021890998,Rndm,111099.0,Irregular,Irregular,1
13968575,81.0,LS,1.6432601463632774,0.0181063379301583,0.0127717549838833,3.8191945898033737,0.0793470814824104,Rndm,0.991997425997426,0.0,0.0014757154323227,4.2757063e-05,1.962408e-05,Rndm,111100.0,Irregular,Irregular,1
13968575,81.0,LS,2.662081437108509,0.0471711456308231,0.0407142912713428,3.865657613197982,0.0793470814824104,Rndm,0.991998712998713,0.0,0.0393054751167986,0.04538399,0.015085054,Rndm,111101.0,Irregular,Irregular,1
13968575,81.0,LS,4.929780439089831,0.0825820134371383,0.0697571781655049,3.2406212896457878,0.0793470814824104,Rndm,0.947,0.06,0.1955382991667998,0.38562918,0.20488502,Rndm,111102.0,Irregular,Irregular,1
13968575,81.0,LS,12.100370168675042,0.2549314595954527,0.0697294443732378,2.9283722195432347,0.0793470814824104,LPV,0.936,0.02,0.1413262891326309,0.25773793,0.16461788,LPV,111103.0,Irregular,Irregular,1
13968575,82.0,LS,1.0176908199662107,0.0161850404538566,0.0153272024443347,4.574611335719965,0.0721974903717637,Rndm,0.993997425997426,0.0,0.0210431893824703,0.001869742,0.000929683,Rndm,111104.0,Irregular,Irregular,1
