TIC,sector,dataURI,productFilename
164355155,80,mast:HLSP/tess-spoc/s0080/target/0000/0001/6435/5155/hlsp_tess-spoc_tess_phot_0000000164355155-s0080_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000164355155-s0080_tess_v1_lc.fits
192872153,65,mast:HLSP/tess-spoc/s0065/target/0000/0001/9287/2153/hlsp_tess-spoc_tess_phot_0000000192872153-s0065_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000192872153-s0065_tess_v1_lc.fits
282411850,65,mast:HLSP/tess-spoc/s0065/target/0000/0002/8241/1850/hlsp_tess-spoc_tess_phot_0000000282411850-s0065_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000282411850-s0065_tess_v1_lc.fits
465085266,66,mast:HLSP/tess-spoc/s0066/target/0000/0004/6508/5266/hlsp_tess-spoc_tess_phot_0000000465085266-s0066_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000465085266-s0066_tess_v1_lc.fits
389751197,61,mast:HLSP/tess-spoc/s0061/target/0000/0003/8975/1197/hlsp_tess-spoc_tess_phot_0000000389751197-s0061_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000389751197-s0061_tess_v1_lc.fits
389751197,62,mast:HLSP/tess-spoc/s0062/target/0000/0003/8975/1197/hlsp_tess-spoc_tess_phot_0000000389751197-s0062_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000389751197-s0062_tess_v1_lc.fits
389751197,63,mast:HLSP/tess-spoc/s0063/target/0000/0003/8975/1197/hlsp_tess-spoc_tess_phot_0000000389751197-s0063_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000389751197-s0063_tess_v1_lc.fits
389751197,64,mast:HLSP/tess-spoc/s0064/target/0000/0003/8975/1197/hlsp_tess-spoc_tess_phot_0000000389751197-s0064_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000389751197-s0064_tess_v1_lc.fits
389751197,69,mast:HLSP/tess-spoc/s0069/target/0000/0003/8975/1197/hlsp_tess-spoc_tess_phot_0000000389751197-s0069_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000389751197-s0069_tess_v1_lc.fits
341244747,66,mast:HLSP/tess-spoc/s0066/target/0000/0003/4124/4747/hlsp_tess-spoc_tess_phot_0000000341244747-s0066_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000341244747-s0066_tess_v1_lc.fits
