TIC,Type,per_vsx,label,vsx_token,expected_class,per_det,brf_class,period_match,grupo,vis_verdict,vis_shape,vis_notes,vis_date,vis_multi
316144493,BCEP,0.214806,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
316369054,VAR,0.025168,1,VAR,,,,,acuerdo,bad,,,2026-09-05,True
317035155,EA,4.1233,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
317162870,E,1.08399,1,E,E,,,,acuerdo,ok,,,2026-09-05,False
317642317,EB/KE,1.38728653,1,EB,E,,,,acuerdo,ok,,,2026-09-05,False
318670307,BCEP,0.16848,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
319075697,BE,3.3869,1,BE,,,,,acuerdo,unconstrained,,,2026-09-05,True
319376730,BCEP,0.1533598,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
319571497,VAR,9.901504,1,VAR,,,,,acuerdo,unconstrained,,,2026-09-05,True
319571513,EA,1.64603,1,EA,E,,,,acuerdo,bad,,half period,2026-09-05,False
319753914,EC|ESD,1.46976,1,EC,E,,,,acuerdo,ok,,,2026-09-05,False
319936228,EA,9.64645,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
319936471,EB+GCAS,1.002591,1,EB,E,,,,acuerdo,ok,,,2026-09-05,False
320382418,BE|GCAS|SDOR|WR,4.87582,1,BE,,,,,acuerdo,unconstrained,,,2026-09-05,True
321945301,EA,0.8921687,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
321947833,EA+BCEP,5.41166,1,EA,E,,,,acuerdo,bad,,,2026-09-05,True
323082858,VAR,8.96218,1,VAR,,,,,acuerdo,unconstrained,,,2026-09-05,True
326815804,EA/DM,6.00471,1,EA,E,,,,acuerdo,unconstrained,,,2026-09-05,True
327774344,ACYG:,4.4827,1,ACYG,,,,,acuerdo,unconstrained,,,2026-09-05,True
328877031,DSCT|GDOR|SXPHE,7.8484,1,DSCT,DST,,,,acuerdo,ok,,,2026-09-05,False
328898847,DCEP,2.987715,1,DCEP,CEP,,,,acuerdo,ok,,,2026-09-05,False
329757506,ACYG,7.273,1,ACYG,,,,,acuerdo,unconstrained,,,2026-09-05,True
329992262,BCEP,0.20289,1,BCEP,,,,,acuerdo,dudoso,,dudosa,2026-09-05,False
331069412,DSCT|GDOR|SXPHE,6.5121,1,DSCT,DST,,,,acuerdo,bad,,half period?  eclipsante bad class,2026-09-05,False
331224359,DCEP,5.331908,1,DCEP,CEP,,,,acuerdo,ok,,,2026-09-05,False
331384932,EA,8.46505,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
331777139,VAR,0.292013,1,VAR,,,,,acuerdo,bad,,,2026-09-05,True
332460747,ELL,3.08809,1,ELL,ELL,,,,acuerdo,unconstrained,,,2026-09-05,True
334289143,ESD|ED,4.2832,1,ESD,E,,,,acuerdo,ok,,,2026-09-05,False
336964059,EA,4.49244,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
337170641,EA,1.514807,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
338426149,EA,3.18867,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
338738989,BCEP,0.104458,1,BCEP,,,,,acuerdo,,,,,
338739426,EA,1.424447,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
339563367,EA,1.317716,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
339564202,EA+HB+SPB:,5.60412,1,EA,E,,,,acuerdo,ok,,Hearbeats? 1 solo ecl,2026-09-05,False
339566276,EA,4.2403,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
339568071,EA/DM,2.440656,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
339568187,BCEP,0.10154,1,BCEP,,,,,acuerdo,bad,,,2026-09-05,False
339568213,EA/SD,5.81615,1,EA,E,,,,acuerdo,unconstrained,,,2026-09-05,True
339570153,EA,6.3495,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
339573009,EA/KE,2.15767,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
339680552,ESD|ED,1.63204,1,ESD,E,,,,acuerdo,ok,,,2026-09-05,False
341515540,DSCT|GDOR|SXPHE,0.0782857,1,DSCT,DST,,,,acuerdo,ok,,,2026-09-05,False
341889351,VAR,5.70744,1,VAR,,,,,acuerdo,unconstrained,,,2026-09-05,True
342694097,EA,4.34119,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
342758031,DSCT,0.16728,1,DSCT,DST,,,,acuerdo,ok,,,2026-09-05,False
343119937,EB/KE,1.1428498,1,EB,E,,,,acuerdo,ok,,,2026-09-05,False
343187790,DSCT|GDOR|SXPHE,0.54067,1,DSCT,DST,,,,acuerdo,maybe,,ELL?,2026-09-05,False
343661464,ELL,2.11098,1,ELL,ELL,,,,acuerdo,ok,,,2026-09-05,False
343878276,DSCT|GDOR|SXPHE,5.2807,1,DSCT,DST,,,,acuerdo,ok,,,2026-09-05,True
345466405,VAR,7.25742,1,VAR,,,,,acuerdo,unconstrained,,,2026-09-05,True
346010525,E,2.65865,1,E,E,,,,acuerdo,ok,,,2026-09-05,True
346772837,DSCT|GDOR|SXPHE,6.8097,1,DSCT,DST,,,,acuerdo,bad,,,2026-09-05,True
347306762,EA,4.063704,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
347486792,BCEP,0.1980419,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
347945498,E:,0.7074,1,E,E,,,,acuerdo,bad,,,2026-09-05,False
348136579,BCEP:,0.28619,1,BCEP,,,,,acuerdo,bad,,,2026-09-05,True
348231507,EA,1.73288182,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
348444452,DSCT|GDOR|SXPHE,3.82127,1,DSCT,DST,,,,acuerdo,bad,,,2026-09-05,True
348474239,DSCT|GDOR|SXPHE,2.66528,1,DSCT,DST,,,,acuerdo,bad,,,2026-09-05,False
348506791,BCEP,0.217257,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
348608214,DSCT|GDOR|SXPHE,3.82073,1,DSCT,DST,,,,acuerdo,unconstrained,,,2026-09-05,True
348671462,BE|GCAS|SDOR|WR,1.55089,1,BE,,,,,acuerdo,unconstrained,,,2026-09-05,True
349120591,ACV:,4.617,1,ACV,,,,,acuerdo,ok,,,2026-09-05,False
351331453,ACYG:,3.04822,1,ACYG,,,,,acuerdo,unconstrained,,,2026-09-05,True
352512520,DSCT|GDOR|SXPHE,0.88617,1,DSCT,DST,,,,acuerdo,unconstrained,,half period?,2026-09-05,True
353491274,E,3.40745,1,E,E,,,,acuerdo,ok,,,2026-09-05,False
358347559,BCEP,0.175064,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
359533010,SPB:,6.716,1,SPB,,,,,acuerdo,unconstrained,,,2026-09-05,True
360061032,EA,0.93,1,EA,E,,,,acuerdo,bad,,,2026-09-05,False
360371656,BCEP,0.212889,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
361324132,BCEP,0.1522501,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
367691816,EA,2.0217,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
367761682,ACYG,1.6299,1,ACYG,,,,,acuerdo,bad,,,2026-09-05,True
370789328,EA,1.544895,1,EA,E,,,,acuerdo,bad,,half period,2026-09-05,False
372115762,BCEP,0.1903576,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
372431771,DSCT|GDOR|SXPHE,0.83959,1,DSCT,DST,,,,acuerdo,bad,,half period,2026-09-05,False
372627092,BCEP,0.225097,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
372724062,ELL,1.48664,1,ELL,ELL,,,,acuerdo,ok,,,2026-09-05,True
372724218,BCEP,0.18553,1,BCEP,,,,,acuerdo,dudoso,,dudosa,2026-09-05,False
373003716,DSCT|GDOR|SXPHE,1.317,1,DSCT,DST,,,,acuerdo,ok,,,2026-09-05,False
373702832,EA,4.03385,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
374606947,DSCT|GDOR|SXPHE,2.99162,1,DSCT,DST,,,,acuerdo,bad,,,2026-09-05,True
374982274,BCEP,0.20414,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
376749374,BCEP,0.160458,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
377900979,EB,2.59908,1,EB,E,,,,acuerdo,ok,,,2026-09-05,False
378061933,ACV|DCEP-FO,3.620279,1,ACV,,,,,acuerdo,ok,,,2026-09-05,True
378290594,BCEP,0.172414,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
378373750,BCEP:,0.1648,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
378429048,BCEP,0.1532459,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
378657811,VAR,0.88074,1,VAR,,,,,acuerdo,maybe,,,2026-09-05,True
378726058,BCEP,0.244185,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
379012185,EB,4.747,1,EB,E,,,,acuerdo,ok,,,2026-09-05,True
379012444,SPB,1.1348,1,SPB,,,,,acuerdo,ok,,,2026-09-05,False
380435021,BCEP,0.1171995,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
380733445,BCEP,0.142149,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
383075869,VAR,2.87043,1,VAR,,,,,acuerdo,unconstrained,,,2026-09-05,True
384533802,VAR,0.19372,1,VAR,,,,,acuerdo,ok,,,2026-09-05,False
384812248,EB/DM,3.368753,1,EB,E,,,,acuerdo,ok,,,2026-09-05,False
385669265,VAR,3.677706,1,VAR,,,,,acuerdo,bad,,,2026-09-05,False
386047543,VAR,1.268619,1,VAR,,,,,acuerdo,bad,,,2026-09-05,False
386624472,EA+PULS,6.271529,1,EA,E,,,,acuerdo,bad,,half period,2026-09-05,False
388112818,SPB:,3.4376,1,SPB,,,,,acuerdo,ok,,multiperiodica pero se ve el periodo dom,2026-09-05,True
388327122,DSCT|GDOR|SXPHE,2.94134,1,DSCT,DST,,,,acuerdo,unconstrained,,,2026-09-05,True
389531769,EB,2.3727,1,EB,E,,,,acuerdo,ok,,,2026-09-05,False
389538282,E,6.339,1,E,E,,,,acuerdo,ok,,,2026-09-05,True
390393750,EA/DM,3.4132987,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
390408482,EB/DM,2.92687,1,EB,E,,,,acuerdo,ok,,,2026-09-05,True
390542554,DCEP(B),2.87598,1,DCEP,CEP,,,,acuerdo,ok,,,2026-09-05,False
390596947,EW:,0.317968,1,EW,E,,,,acuerdo,ok,,,2026-09-05,False
391082033,BCEP,0.106423,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
391414157,E,1.83518,1,E,E,,,,acuerdo,ok,,,2026-09-05,False
391622082,DSCT|GDOR|SXPHE,0.0805781,1,DSCT,DST,,,,acuerdo,unconstrained,,,2026-09-05,True
391771897,DSCT|GDOR|SXPHE,3.2341,1,DSCT,DST,,,,acuerdo,unconstrained,,,2026-09-05,True
392965683,BCEP,0.0296496,1,BCEP,,,,,acuerdo,bad,,mal periodo se ve variacion,2026-09-05,False
395232198,DSCT|GDOR|SXPHE,2.70717,1,DSCT,DST,,,,acuerdo,unconstrained,,,2026-09-05,True
397221078,BCEP,0.0552328,1,BCEP,,,,,acuerdo,bad,,,2026-09-05,False
399354108,EB,6.161,1,EB,E,,,,acuerdo,ok,,,2026-09-05,False
400166377,E,1.10949,1,E,E,,,,acuerdo,bad,,half period?,2026-09-05,False
400602950,VAR,5.75043,1,VAR,,,,,acuerdo,unconstrained,,,2026-09-05,True
400700797,ACYG,0.8461,1,ACYG,,,,,acuerdo,unconstrained,,,2026-09-05,True
402016727,EB/DM,1.992321,1,EB,E,,,,acuerdo,ok,,,2026-09-05,True
403338682,BE|GCAS|SDOR|WR,5.4578,1,BE,,,,,acuerdo,unconstrained,,,2026-09-05,True
405029193,VAR,0.08929,1,VAR,,,,,acuerdo,bad,,,2026-09-05,True
406696133,BCEP,0.137947,1,BCEP,,,,,acuerdo,,,,,
406965391,EA,1.84628,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
406966772,ELL,1.41061,1,ELL,ELL,,,,acuerdo,ok,,,2026-09-05,True
407517307,DSCT|GDOR|SXPHE,7.5728,1,DSCT,DST,,,,acuerdo,unconstrained,,,2026-09-05,True
407858712,ESD|ED,3.5417,1,ESD,E,,,,acuerdo,bad,,doble del periodo real,2026-09-05,False
408937625,EA/DM:,4.0656497,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
409112742,EB,1.996,1,EB,E,,,,acuerdo,ok,,,2026-09-05,False
410492272,BCEP,0.2104922,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
410522328,EB,1.4957396,1,EB,E,,,,acuerdo,ok,,,2026-09-05,True
411043004,EW/KE,0.806187,1,EW,E,,,,acuerdo,ok,,,2026-09-05,False
412032557,DCEP(B),4.317,1,DCEP,CEP,,,,acuerdo,unconstrained,,,2026-09-05,True
413296783,BE|GCAS|SDOR|WR,5.9345,1,BE,,,,,acuerdo,bad,,,2026-09-05,True
413530267,EA/KE:,6.791,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
414019028,EA,4.3594,1,EA,E,,,,acuerdo,bad,,half period,2026-09-05,False
414106069,EA,2.63743,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
414282662,DSCT|GDOR|SXPHE,6.5055,1,DSCT,DST,,,,acuerdo,unconstrained,,,2026-09-05,True
415165528,VAR,1.80437,1,VAR,,,,,acuerdo,ok,,,2026-09-05,False
419863268,DSCT|GDOR|SXPHE,4.43408,1,DSCT,DST,,,,acuerdo,bad,,half period?,2026-09-05,True
419921689,DCEP,4.864453,1,DCEP,CEP,,,,acuerdo,ok,,,2026-09-05,False
420295471,EA,1.4037308,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
421084921,CEP,3.63975019,1,CEP,CEP,,,,acuerdo,ok,,,2026-09-05,True
421782795,E/WR+E:,6.6883,1,E,E,,,,acuerdo,unconstrained,,,2026-09-05,True
422016001,SPBe,0.7869,1,SPBE,,,,,acuerdo,maybe,,,2026-09-05,True
424048289,SXARI/E,0.770153,1,SXARI,,,,,acuerdo,ok,,,2026-09-05,False
426256249,E,7.847,1,E,E,,,,acuerdo,ok,,,2026-09-05,False
428008896,DSCT|GDOR|SXPHE,3.62399,1,DSCT,DST,,,,acuerdo,ok,,,2026-09-05,False
428184259,VAR,0.0387874,1,VAR,,,,,acuerdo,bad,,,2026-09-05,False
428246029,E,1.83164,1,E,E,,,,acuerdo,bad,,,2026-09-05,False
428410937,EA,1.8735703,1,EA,E,,,,acuerdo,bad,,,2026-09-05,False
428480895,DSCT|GDOR|SXPHE,1.42453,1,DSCT,DST,,,,acuerdo,bad,,,2026-09-05,False
429863444,DSCT,0.14037,1,DSCT,DST,,,,acuerdo,ok,,,2026-09-05,False
429864788,EA,4.2812,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
429944492,BCEP:,0.2,1,BCEP,,,,,acuerdo,bad,,no periodo prob,2026-09-05,False
430296386,DCEP,4.323776,1,DCEP,CEP,,,,acuerdo,ok,,,2026-09-05,False
433382888,BCEP,0.184661,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
433838033,BCEP,0.240742,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
435102199,EA,2.04388,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
435361808,E,1.47675,1,E,E,,,,acuerdo,ok,,,2026-09-05,True
435409370,DSCT|GDOR|SXPHE,0.0784733,1,DSCT,DST,,,,acuerdo,bad,,,2026-09-05,True
435725796,BE|GCAS|SDOR|WR,2.02047,1,BE,,,,,acuerdo,bad,,,2026-09-05,True
436077712,BCEP,0.212974,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
436240475,BCEP,0.1534503,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
436272344,BCEP,0.133,1,BCEP,,,,,acuerdo,,,,,
436901392,SPB:,0.683823,1,SPB,,,,,acuerdo,bad,,,2026-09-05,True
438068992,VAR,9.90151,1,VAR,,,,,acuerdo,bad,,,2026-09-05,True
438114587,VAR,9.901506,1,VAR,,,,,acuerdo,bad,,,2026-09-05,False
438357427,BCEP,0.236403,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
439168784,BCEP,0.189127,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
439173767,EB/KE:,1.8759517,1,EB,E,,,,acuerdo,ok,,,2026-09-05,True
439665110,EA,10.6033,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
439670072,EA,5.97872,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
440340055,ZZLep,0.21,1,ZZLEP,,,,,acuerdo,bad,,,2026-09-05,False
441226132,DSCT|GDOR|SXPHE,1.5121,1,DSCT,DST,,,,acuerdo,bad,,,2026-09-05,False
443397649,EA/SD,2.853001,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
443528451,ACYG,5.11771,1,ACYG,,,,,acuerdo,unconstrained,,,2026-09-05,True
444113639,E,0.77618,1,E,E,,,,acuerdo,maybe,,,2026-09-05,True
444136462,DSCT|GDOR|SXPHE,1.70663,1,DSCT,DST,,,,acuerdo,bad,,half? period ELL,2026-09-05,False
444325059,VAR,1.64347,1,VAR,,,,,acuerdo,bad,,,2026-09-05,True
444752336,DPV/ELL,9.4394,1,DPV,,,,,acuerdo,bad,,,2026-09-05,True
444762019,EA,6.68275,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
445256790,BCEP,0.1671728,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
445542388,DSCT|GDOR|SXPHE,1.36234,1,DSCT,DST,,,,acuerdo,ok,,,2026-09-05,True
445544695,DSCT|GDOR|SXPHE,2.12285,1,DSCT,DST,,,,acuerdo,bad,,half,2026-09-05,False
445625389,E,1.7881,1,E,E,,,,acuerdo,ok,,,2026-09-05,False
448594570,BCEP,0.1996795,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
448970102,DSCT|GDOR|SXPHE,0.77343,1,DSCT,DST,,,,acuerdo,ok,,,2026-09-05,True
449517017,EB/KE,1.495093,1,EB,E,,,,acuerdo,ok,,,2026-09-05,False
450463355,DCEPS,2.305935,1,DCEPS,CEP,,,,acuerdo,ok,,,2026-09-05,False
452097145,ESD,4.0093,1,ESD,E,,,,acuerdo,ok,,,2026-09-05,False
452107356,BCEP,0.1335493,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
452335793,EA/DM,2.2508645,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
453309830,E,1.3938,1,E,E,,,,acuerdo,ok,,,2026-09-05,False
456701522,DSCT|GDOR|SXPHE,4.17762,1,DSCT,DST,,,,acuerdo,unconstrained,,,2026-09-05,True
456763140,DCEP,4.28537,1,DCEP,CEP,,,,acuerdo,unconstrained,,,2026-09-05,True
457345960,BCEP,0.2126401,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
457346528,EA,2.0453,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
457628302,VAR,0.6,1,VAR,,,,,acuerdo,bad,,,2026-09-05,True
457739634,ELL,3.3977,1,ELL,ELL,,,,acuerdo,ok,,,2026-09-05,True
457801419,DCEP(B),3.63976,1,DCEP,CEP,,,,acuerdo,unconstrained,,,2026-09-05,True
457975502,BCEP,0.168833,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
457975630,ELL:,2.0621,1,ELL,ELL,,,,acuerdo,bad,,,2026-09-05,False
457975914,BCEP,0.14575,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
458076250,ACYG,6.445,1,ACYG,,,,,acuerdo,bad,,,2026-09-05,False
458076374,BCEP,0.152,1,BCEP,,,,,acuerdo,unconstrained,,,2026-09-05,True
458076392,BCEP,0.250621,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
458076434,EA+BCEP,8.32472,1,EA,E,,,,acuerdo,ok,,el periodo real eran los 8 dias,2026-09-05,False
458076489,VAR,3.9302,1,VAR,,,,,acuerdo,unconstrained,,,2026-09-05,True
458076652,BCEP,0.16,1,BCEP,,,,,acuerdo,bad,,,2026-09-05,False
458076693,BCEP,0.2274,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
458404466,ELL,1.29595,1,ELL,ELL,,,,acuerdo,ok,,,2026-09-05,False
458438308,BCEP,0.234606,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,True
458440560,GCAS+LERI,0.483815,1,GCAS,,,,,acuerdo,bad,,,2026-09-05,False
458728948,EA,9.4109,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
458831281,BCEP,0.179359,1,BCEP,,,,,acuerdo,bad,,,2026-09-05,False
458856474,ELL,6.0803,1,ELL,ELL,,,,acuerdo,bad,,half period,2026-09-05,False
458859554,EA,2.15286,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
458875828,EA/DM,2.310952,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
458991248,DCEP,4.86,1,DCEP,CEP,,,,acuerdo,bad,,,2026-09-05,False
459026773,ELL,1.9018,1,ELL,ELL,,,,acuerdo,ok,,,2026-09-05,False
459133606,ACYG,1.83009,1,ACYG,,,,,acuerdo,unconstrained,,,2026-09-05,True
460500497,VAR,3.3129,1,VAR,,,,,acuerdo,unconstrained,,,2026-09-05,True
460532362,DCEP,5.543726,1,DCEP,CEP,,,,acuerdo,unconstrained,,,2026-09-05,True
460720215,BCEP,0.135341,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
460792365,EB,3.67205,1,EB,E,,,,acuerdo,ok,,,2026-09-05,True
460864765,DCEP,5.20466,1,DCEP,CEP,,,,acuerdo,ok,,,2026-09-05,False
460977279,BCEP,0.230719,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
461873432,BE|GCAS|SDOR|WR,3.26486,1,BE,,,,,acuerdo,unconstrained,,,2026-09-05,True
462236255,SPB:,0.66091,1,SPB,,,,,acuerdo,unconstrained,,,2026-09-05,True
462320181,BCEP,0.194127,1,BCEP,,,,,acuerdo,unconstrained,,,2026-09-05,True
462636537,ELL,3.75806,1,ELL,ELL,,,,acuerdo,ok,,,2026-09-05,False
463255713,E/SD,7.969388,1,E,E,,,,acuerdo,ok,,,2026-09-05,False
464072693,DSCT|GDOR|SXPHE,0.0745399,1,DSCT,DST,,,,acuerdo,bad,,,2026-09-05,False
464631821,EB,5.562168,1,EB,E,,,,acuerdo,ok,,,2026-09-05,False
464635983,EA,7.3546,1,EA,E,,,,acuerdo,ok,,,2026-09-05,True
464730621,ELL,2.10883,1,ELL,ELL,,,,acuerdo,ok,,,2026-09-05,True
464738620,EA,3.12881,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
465018235,DSCT|GDOR|SXPHE,2.55814,1,DSCT,DST,,,,acuerdo,unconstrained,,,2026-09-05,True
465145959,BCEP,0.2078958,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,True
465348709,DCEP,4.67461,1,DCEP,CEP,,,,acuerdo,ok,,,2026-09-05,False
466156210,BCEP,0.1625394,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
466300568,ELL,2.3815,1,ELL,ELL,,,,acuerdo,ok,,,2026-09-05,False
466592679,VAR,0.1807161,1,VAR,,,,,acuerdo,maybe,,,2026-09-05,True
467023914,BCEP,0.1485792,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
467051092,EA,5.38294,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
467055341,EA,0.9628,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
467238286,EA/DM,3.41427,1,EA,E,,,,acuerdo,ok,,,2026-09-05,False
467279235,ELL,3.93616,1,ELL,ELL,,,,acuerdo,ok,,,2026-09-05,True
467283255,BCEP,0.1931032,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,False
467448794,BCEP,0.1853522,1,BCEP,,,,,acuerdo,ok,,,2026-09-05,True
467817623,BCEP,0.221508,1,BCEP,,,,,acuerdo,bad,,,2026-09-05,True
469221047,BCEP,0.2250778,1,BCEP,,,,,acuerdo,bad,,,2026-09-05,True
469857617,EB/DM,1.630486,1,EB,E,,,,acuerdo,ok,,,2026-09-05,False
470354978,DSCT|GDOR|SXPHE,0.0914419,1,DSCT,DST,,,,acuerdo,bad,,,2026-09-05,False
470795363,DSCT|GDOR|SXPHE,4.10949,1,DSCT,DST,,,,acuerdo,bad,,,2026-09-05,False
470910164,DSCT|GDOR|SXPHE,1.81241,1,DSCT,DST,,,,acuerdo,bad,,,2026-09-05,True
