angDist,ID,database,ra,dec,TIC,RAdeg,DEdeg,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,Vmag,e_Vmag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,Dist,s_Dist,E(B-V),s_E(B-V),e_Dist,E_Dist,RAOdeg,DEOdeg,l,b,sector_list,filenames
0.158316,OGLE-GD-LPV-012878,4,247.42995833333333,-59.72869444444444,221179645,247.43004520508,-59.72869847363,0,,152-180657,16294320-5943431,0,J162943.19-594343.4,5831653684859692416,0,0,STAR,tmgaia2,tmgaia2,-5.627,0.206,-7.076,0.178,gaia2,0.3576,0.1251,17.505,0.229,11.3145,0.011814,9.823,0.014,rered,gaia2,,,,,,,,,,,2757.78,1287.55,0.1822,0.0113,822.93,1752.16,247.42999714655,-59.72872894078,-32.58184415770857,-7.685375903757311,[66],['hlsp_tess-spoc_tess_phot_0000000221179645-s0066_tess_v1_lc.fits']
0.14683,OGLE-GD-LPV-017813,4,275.8925833333333,-7.372972222222222,19217203,275.89255969479,-7.37300559794,0,,,18233421-0722227,0,J182334.20-072222.5,4159993555000545280,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.3488,0.02418,10.003,1.0,jhk,,,,,,,,,,,,,,,,,,275.89255969479,-7.37300559794,23.187048283602014,2.7824530937594063,[80],['hlsp_tess-spoc_tess_phot_0000000019217203-s0080_tess_v1_lc.fits']
0.082427,OGLE-GD-LPV-017534,4,274.4459583333333,-9.082138888888888,14655089,274.44598112825,-9.08213469603,0,,,18174702-0904558,0,J181747.03-090455.6,4157860983453147520,0,0,STAR,tmgaia2,tmgaia2,-2.892,0.351,-6.215,0.312,gaia2,0.204,0.2148,,,13.8875,0.037833,9.57,1.0,jhk,gaia2,,,,,,,,,,,3330.68,1753.72,1.3173,0.051,1234.02,2273.43,274.44596851749,-9.08216145652,21.003020368947546,3.2452594067732154,[80],['hlsp_tess-spoc_tess_phot_0000000014655089-s0080_tess_v1_lc.fits']
0.099269,OGLE-BLG-LPV-258945,4,272.290875,-15.855583333333334,364989919,272.29085174524,-15.85559945625,0,,,18090980-1551201,0,J180909.78-155120.1,4145897712881793280,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.7992,0.0585,9.365,1.0,jhk,,,,,,,,,,,,,,,,,,272.29085174524,-15.85559945625,14.040336192296277,1.85920740759994,[80],['hlsp_tess-spoc_tess_phot_0000000364989919-s0080_tess_v1_lc.fits']
0.11539,OGLE-GD-LPV-000797,4,145.30829166666666,-49.379777777777775,362368622,145.30832001706,-49.37975157255,0,,204-030054,09411399-4922471,0,J094114.01-492247.1,5409069172514684416,22724899,0,STAR,tmgaia2,tmgaia2,-3.152,3.401,-3.25,3.401,hsoy,,,16.77,0.183,14.6214,0.016566,13.47,0.018,gbprp,,,,,,,,,,,,,,,,,,145.30829917372,-49.37976556423,-85.81080962119074,2.576763154383371,"[35, 36]","['hlsp_tess-spoc_tess_phot_0000000362368622-s0035_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000362368622-s0036_tess_v1_lc.fits']"
0.096647,OGLE-GD-LPV-016085,4,254.27125,-41.51436111111112,341504191,254.27122972946,-41.51438325497,0,,,16570509-4130514,0,J165705.11-413051.9,5966584858423551360,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.3359,0.012894,9.386,1.0,jhk,,,,,,,,,,,,,,,,,,254.27122972946,-41.51438325497,-15.951790183634415,0.9544222799852736,[66],['hlsp_tess-spoc_tess_phot_0000000341504191-s0066_tess_v1_lc.fits']
0.1561,OGLE-GD-LPV-010697,4,241.295375,-50.71627777777778,214942904,241.29532704452,-50.71630873333,0,,,16051088-5042586,0,J160510.89-504258.7,5981618480930268160,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.8368,0.045388,9.687,1.0,jhk,,,,,,,,,,,,,,,,,,241.29532704452,-50.71630873333,-28.78399246307416,1.1988009734855425,[65],['hlsp_tess-spoc_tess_phot_0000000214942904-s0065_tess_v1_lc.fits']
0.137661,OGLE-GD-LPV-009570,4,236.359,-51.58880555555556,268195400,236.35895820328,-51.58883362475,0,,,15452616-5135197,0,J154526.15-513519.7,5982214278806619904,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.4392,0.03295,10.265,1.0,jhk,,,,,,,,,,,,,,,,,,236.35895820328,-51.58883362475,-31.72214711735425,2.5105313936765747,[65],['hlsp_tess-spoc_tess_phot_0000000268195400-s0065_tess_v1_lc.fits']
0.133772,OGLE-GD-LPV-008045,4,229.53379166666667,-58.625416666666666,44419844,229.53372210777,-58.62542499058,0,,,15180810-5837314,0,J151808.09-583731.2,5877066504368669952,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.2,0.000948,9.241,1.0,jhk,,,,,,,,,,,,,,,,,,229.53372210777,-58.62542499058,-38.94835328302819,-1.013017932849544,[65],['hlsp_tess-spoc_tess_phot_0000000044419844-s0065_tess_v1_lc.fits']
0.037576,OGLE-GD-LPV-000358,4,123.59099999999998,-31.40086111111111,146187590,123.59099060168,-31.40086778918,0,,293-038852,08142183-3124034,0,J081421.83-312403.2,5548200819831543552,0,0,STAR,tmgaia2,tmgaia2,-1.015,0.3,3.227,0.267,gaia2,1.1777,0.269,14.234,0.057,11.2326,0.026845,9.665,0.028,rered,gaia2,,,,,,,,,,,886.006,289.56,0.0995,0.0285,205.046,374.074,123.59098548289,-31.400853893,-110.0711280392164,1.7952450572548464,[61],['hlsp_tess-spoc_tess_phot_0000000146187590-s0061_tess_v1_lc.fits']
0.048161,OGLE-BLG-LPV-262250,4,275.259,-15.883472222222222,116770053,275.25898696406,-15.88347688793,0,,,18210216-1553005,0,J182102.17-155300.3,4098031504918181888,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.0017,0.034543,9.056,1.0,jhk,,,,,,,,,,,,,,,,,,275.25898696406,-15.88347688793,15.37809928391352,-0.6632007673383905,[80],['hlsp_tess-spoc_tess_phot_0000000116770053-s0080_tess_v1_lc.fits']
0.134995,OGLE-GD-LPV-020166,4,280.56137499999994,-8.7035,162384861,280.56140615855,-8.70347861044,0,,,18421473-0842124,0,J184214.73-084212.2,4251688220623016704,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.8015,0.057769,9.346,1.0,jhk,,,,,,,,,,,,,,,,,,280.56140615855,-8.70347861044,24.140681419818765,-1.9325863954115912,[80],['hlsp_tess-spoc_tess_phot_0000000162384861-s0080_tess_v1_lc.fits']
0.064486,OGLE-GD-LPV-025619,4,288.9748333333333,9.615472222222222,210555714,288.97485124773,9.61547520554,0,,,19155397+0936556,0,J191553.97+093655.6,4309065307121024512,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.2633,0.051498,8.189,1.0,jhk,,,,,,,,,,,,,,,,,,288.97485124773,9.61547520554,44.269102074216754,-0.9920493795776488,"[80, 81]","['hlsp_tess-spoc_tess_phot_0000000210555714-s0080_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000210555714-s0081_tess_v1_lc.fits']"
0.155746,OGLE-GD-LPV-024588,4,286.9599583333333,12.082694444444444,198628976,286.95993212916,12.08265958616,0,,,19075039+1204578,0,J190750.37+120457.5,4313135557423927168,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.1091,0.053835,9.782,1.0,jhk,,,,,,,,,,,,,,,,,,286.95993212916,12.08265958616,45.54105905569968,1.9036311814864253,"[80, 81]","['hlsp_tess-spoc_tess_phot_0000000198628976-s0080_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000198628976-s0081_tess_v1_lc.fits']"
0.105452,OGLE-GD-LPV-019717,4,280.1068333333333,1.0546666666666666,108798726,280.10681734196,1.05464212305,0,,,18402564+0103169,0,J184025.62+010316.6,4278777541341067264,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,16.8835,0.09062,10.274,1.0,jhk,,,,,,,,,,,,,,,,,,280.10681734196,1.05464212305,32.615631713260555,2.9306251173989675,[80],['hlsp_tess-spoc_tess_phot_0000000108798726-s0080_tess_v1_lc.fits']
0.052679,OGLE-BLG-LPV-233733,4,256.96054166666664,-39.32941666666667,378759794,256.96055005339,-39.32942978323,0,,,17075050-3919460,0,J170750.58-391946.1,5972997309016273792,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.0037,0.028634,8.056,1.0,jhk,,,,,,,,,,,,,,,,,,256.96055005339,-39.32942978323,-12.971069938242804,0.670296968382531,[66],['hlsp_tess-spoc_tess_phot_0000000378759794-s0066_tess_v1_lc.fits']
0.16223,OGLE-GD-LPV-021241,4,281.8170416666667,-2.196361111111111,226089108,281.81703139424,-2.19640499024,0,,,18471608-0211471,0,J184716.13-021147.3,4259121567667650944,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,12.987,0.017752,8.256,1.0,jhk,,,,,,,,,,,,,,,,,,281.81703139424,-2.19640499024,30.5019797250926,-0.0742367877195019,[80],['hlsp_tess-spoc_tess_phot_0000000226089108-s0080_tess_v1_lc.fits']
0.055672,OGLE-GD-LPV-020302,4,280.70308333333327,-7.665388888888889,162837294,280.70308479673,-7.66540428504,0,,,18424874-0739551,0,J184248.74-073955.2,4251916845939361280,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.3586,0.055456,9.627,1.0,jhk,,,,,,,,,,,,,,,,,,280.70308479673,-7.66540428504,25.12881931582709,-1.5835105722605691,[80],['hlsp_tess-spoc_tess_phot_0000000162837294-s0080_tess_v1_lc.fits']
0.07076,OGLE-GD-LPV-018516,4,277.9821666666666,-4.663722222222223,43394100,277.98217338677,-4.66374070138,0,,,18315572-0439494,0,J183155.76-043949.1,4257234569508221440,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,15.1285,0.045484,9.543,1.0,jhk,,,,,,,,,,,,,,,,,,277.98217338677,-4.66374070138,26.554070928272388,2.197458082249822,[80],['hlsp_tess-spoc_tess_phot_0000000043394100-s0080_tess_v1_lc.fits']
0.12787,OGLE-GD-LPV-024305,4,286.5061666666666,1.834305555555556,178901574,286.5061442955,1.83427795698,0,,,19060148+0150034,0,J190601.48+015003.4,4267679998727440256,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,15.259,0.018295,9.831,1.0,jhk,,,,,,,,,,,,,,,,,,286.5061442955,1.83427795698,36.22973999939691,-2.4060931344367864,[80],['hlsp_tess-spoc_tess_phot_0000000178901574-s0080_tess_v1_lc.fits']
0.1707,OGLE-GD-LPV-009001,4,233.92766666666665,-61.78644444444444,422635516,233.92757869389,-61.78646721743,0,,,15354264-6147112,0,J153542.63-614711.9,5827441352735490432,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.5139,0.037544,9.738,1.0,jhk,,,,,,,,,,,,,,,,,,233.92757869389,-61.78646721743,-38.90638441547492,-4.852663137882641,[65],['hlsp_tess-spoc_tess_phot_0000000422635516-s0065_tess_v1_lc.fits']
0.043244,OGLE-GD-LPV-014374,4,250.479875,-46.48002777777778,233550023,250.47987762512,-46.48003965313,0,,,16415517-4628482,0,J164155.15-462848.3,5942747377635868800,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.3028,0.038194,8.951,1.0,jhk,,,,,,,,,,,,,,,,,,250.47987762512,-46.48003965313,-21.50889651841988,-0.1404353233389393,[66],['hlsp_tess-spoc_tess_phot_0000000233550023-s0066_tess_v1_lc.fits']
0.073358,OGLE-GD-LPV-023311,4,284.8002083333333,-1.5155833333333333,330921666,284.80022285591,-1.5155976327,0,,,18591205-0130562,0,J185912.07-013055.9,4265063951357839744,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.0625,0.046982,9.016,1.0,jhk,,,,,,,,,,,,,,,,,,284.80022285591,-1.5155976327,32.46727559777413,-2.418011122787428,[80],['hlsp_tess-spoc_tess_phot_0000000330921666-s0080_tess_v1_lc.fits']
0.14109,OGLE-GD-LPV-011000,4,242.24625,-49.96983333333333,215457091,242.24620164105,-49.96985717723,0,,,16085910-4958115,0,J160859.11-495811.6,5983244211947602560,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,15.5162,0.002021,9.657,1.0,jhk,,,,,,,,,,,,,,,,,,242.24620164105,-49.96985717723,-27.8329768525824,1.3451385330401122,[65],['hlsp_tess-spoc_tess_phot_0000000215457091-s0065_tess_v1_lc.fits']
0.053889,OGLE-BLG-LPV-237747,4,261.0200416666666,-36.99527777777778,200096770,261.02004559635,-36.99529241414,0,,,17240481-3659431,0,,5974414824319829120,0,0,STAR,tmgaia2,tmgaia2,-3.516,0.899,-1.608,0.631,gaia2,-0.3596,0.4811,,,16.2227,0.039422,10.024,1.0,jhk,gaia2,,,,,,,,,,,4193.75,2435.47,2.7882,1.3099,1851.1,3019.83,261.02002664109,-36.99529933899,-9.217243620726771,-0.5705567060906162,[66],['hlsp_tess-spoc_tess_phot_0000000200096770-s0066_tess_v1_lc.fits']
0.139189,OGLE-GD-LPV-003934,4,200.4994583333333,-62.2725,449545721,200.49937891877,-62.27251138588,0,,,13215987-6216208,0,J132159.91-621621.0,5868507149936152704,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,15.6847,0.058491,9.507,1.0,jhk,,,,,,,,,,,,,,,,,,200.49937891877,-62.27251138588,-53.521623053194965,0.3886317352928349,"[64, 65]","['hlsp_tess-spoc_tess_phot_0000000449545721-s0064_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000449545721-s0065_tess_v1_lc.fits']"
0.088964,OGLE-GD-LPV-010730,4,241.3825833333333,-55.547888888888885,428334788,241.38254025776,-55.54788478206,0,,,16053182-5532523,0,J160531.89-553252.5,5836368390792993024,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.3608,0.031428,9.207,1.0,jhk,,,,,,,,,,,,,,,,,,241.38254025776,-55.54788478206,-31.96599504140941,-2.438043548069566,[65],['hlsp_tess-spoc_tess_phot_0000000428334788-s0065_tess_v1_lc.fits']
0.110882,OGLE-GD-LPV-002288,4,180.44029166666667,-62.88838888888889,378797736,180.44022954831,-62.88837675331,0,,,12014566-6253182,0,J120145.68-625318.4,6057415337901083136,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.1833,0.015068,9.028,1.0,jhk,,,,,,,,,,,,,,,,,,180.44022954831,-62.88837675331,-62.69289684649426,-0.5604261164959683,[64],['hlsp_tess-spoc_tess_phot_0000000378797736-s0064_tess_v1_lc.fits']
0.054887,OGLE-GD-LPV-005544,4,213.99616666666665,-57.37705555555556,409965490,213.99613916158,-57.37705200869,0,,,14155906-5722373,0,J141559.09-572237.4,5892175134163051776,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.6334,0.065607,9.414,1.0,jhk,,,,,,,,,,,,,,,,,,213.99613916158,-57.37705200869,-45.8355002607485,3.6392366556647255,[65],['hlsp_tess-spoc_tess_phot_0000000409965490-s0065_tess_v1_lc.fits']
0.115354,OGLE-GD-LPV-007441,4,226.019875,-61.21838888888889,454175822,226.01981768356,-61.21840517345,0,,,15040477-6113061,0,J150404.76-611306.2,5874851606964695552,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.2301,0.035112,9.981,1.0,jhk,,,,,,,,,,,,,,,,,,226.01981768356,-61.21840517345,-41.78554387522352,-2.3459215546393355,[65],['hlsp_tess-spoc_tess_phot_0000000454175822-s0065_tess_v1_lc.fits']
0.091351,OGLE-GD-LPV-006202,4,218.75141666666664,-64.41572222222223,394068531,218.75136446257,-64.41573387042,0,,,14350036-6424565,0,J143500.30-642456.6,5850029135532924928,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.0889,0.030046,10.07,1.0,jhk,,,,,,,,,,,,,,,,,,218.75136446257,-64.41573387042,-46.17485827922074,-3.7569180722717417,[65],['hlsp_tess-spoc_tess_phot_0000000394068531-s0065_tess_v1_lc.fits']
0.172494,OGLE-GD-LPV-019904,4,280.2994166666667,-6.35525,203639534,280.29940845152,-6.35529721436,0,,,18411186-0621189,0,J184111.87-062118.9,4253387412745165952,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.9931,0.042106,9.154,1.0,jhk,,,,,,,,,,,,,,,,,,280.29940845152,-6.35529721436,26.111124518019345,-0.6282962204358645,[80],['hlsp_tess-spoc_tess_phot_0000000203639534-s0080_tess_v1_lc.fits']
0.16884,OGLE-GD-LPV-001380,4,163.166,-56.42705555555556,459605299,163.16593714143,-56.42702407064,0,,,10523983-5625374,0,J105239.83-562537.5,5352595472188882944,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.6814,0.046367,9.361,1.0,jhk,,,,,,,,,,,,,,,,,,163.16593714143,-56.42702407064,-72.98505000516695,2.729300526620128,"[63, 64]","['hlsp_tess-spoc_tess_phot_0000000459605299-s0063_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000459605299-s0064_tess_v1_lc.fits']"
0.091731,OGLE-GD-LPV-018016,4,276.678875,-8.86561111111111,385832617,276.6789006059,-8.86561414086,0,,,18264293-0851561,0,J182642.96-085155.7,4156217591539932416,0,0,STAR,tmgaia2,tmgaia2,-3.358,0.396,-5.928,0.352,gaia2,0.5166,0.2225,,,15.0739,0.057682,9.852,1.0,jhk,gaia2,,,,,,,,,,,2043.64,1227.84,1.0433,0.4636,722.28,1733.41,276.67888597232,-8.86563966471,22.228586108428747,1.39808549009367,[80],['hlsp_tess-spoc_tess_phot_0000000385832617-s0080_tess_v1_lc.fits']
0.335372,OGLE-BLG-LPV-245709,4,264.84416666666664,-33.26463888888889,106847599,264.84427754076,-33.26464805286,0,,,17392262-3315526,0,J173922.63-331552.6,4054102854328835456,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.8125,0.038535,9.177,1.0,jhk,,,,,,,,,,,,,,,,,,264.84427754076,-33.26464805286,-4.383381976942018,-1.1438745425671537,[66],['hlsp_tess-spoc_tess_phot_0000000106847599-s0066_tess_v1_lc.fits']
0.127245,OGLE-GD-LPV-023289,4,284.776875,-0.0121111111111111,330073277,284.77689378005,-0.01214105498,0,,,18590645-0000435,0,J185906.47-000043.6,4265788357682966528,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.3649,0.075749,8.353,1.0,jhk,,,,,,,,,,,,,,,,,,284.77689378005,-0.01214105498,33.79570359432246,-1.711919188393656,[80],['hlsp_tess-spoc_tess_phot_0000000330073277-s0080_tess_v1_lc.fits']
0.101856,OGLE-GD-LPV-007685,4,227.3694583333333,-54.21933333333334,39875310,227.36941019265,-54.21933620709,0,,179-128823,15092866-5413096,0,J150928.66-541309.4,5887569138185143296,26772795,0,STAR,tmgaia2,tmgaia2,,,,,,,,15.379,0.126,13.1857,0.058078,9.362,0.169,vjk,,,,,,,,,,,,,,,,,,227.36941019265,-54.21933620709,-37.68830426622302,3.3749793984746943,[65],['hlsp_tess-spoc_tess_phot_0000000039875310-s0065_tess_v1_lc.fits']
0.068995,OGLE-GD-LPV-016558,4,255.64991666666663,-41.159,346342231,255.64989887856,-41.1590137096,0,,,17023597-4109324,0,J170235.95-410932.4,5966781155609524608,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.1945,0.028192,9.196,1.0,jhk,,,,,,,,,,,,,,,,,,255.64989887856,-41.1590137096,-15.03303619356487,0.3595999352422781,[66],['hlsp_tess-spoc_tess_phot_0000000346342231-s0066_tess_v1_lc.fits']
0.060895,OGLE-GD-LPV-013307,4,248.4082083333333,-48.1705,21938436,248.40818366278,-48.17050392653,0,,,16333797-4810138,0,J163338.00-481014.3,5941149993398022400,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.4677,0.012403,7.78,1.0,jhk,,,,,,,,,,,,,,,,,,248.40818366278,-48.17050392653,-23.704589483805577,-0.2289331703381428,[66],['hlsp_tess-spoc_tess_phot_0000000021938436-s0066_tess_v1_lc.fits']
0.050672,OGLE-GD-LPV-007802,4,228.06904166666664,-55.82297222222223,41566369,228.06901972892,-55.82297902301,0,,,15121656-5549226,0,J151216.58-554922.6,5886545222295331968,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.8142,0.051716,9.912,1.0,jhk,,,,,,,,,,,,,,,,,,228.06901972892,-55.82297902301,-38.16024511055312,1.7906299040017355,[65],['hlsp_tess-spoc_tess_phot_0000000041566369-s0065_tess_v1_lc.fits']
0.141298,OGLE-GD-LPV-015467,4,252.6300833333333,-55.24188888888889,170146603,252.63001739636,-55.24187760189,0,,,16503119-5514308,0,J165031.22-551430.6,5929455519026722560,29248550,0,STAR,tmgaia2,tmgaia2,-1.841,0.322,-5.291,0.315,gaia2,-0.2658,0.3353,14.183,0.14,13.3825,0.063824,9.925,0.074,vjk,gaia2,,,,,,,,,,,5389.89,3009.27,0.2306,0.006,2295.47,3723.07,252.63000349422,-55.2419003806,-27.32428387628657,-6.844015360971238,[66],['hlsp_tess-spoc_tess_phot_0000000170146603-s0066_tess_v1_lc.fits']
0.057154,OGLE-GD-LPV-020018,4,280.4171666666666,-5.77725,180860782,280.4171696325,-5.77726559959,0,,,18414012-0546380,0,J184140.11-054638.1,4253492072520370432,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.9923,0.053383,8.792,1.0,jhk,,,,,,,,,,,,,,,,,,280.4171696325,-5.77726559959,26.678672547857506,-0.467943419460644,[80],['hlsp_tess-spoc_tess_phot_0000000180860782-s0080_tess_v1_lc.fits']
0.037187,OGLE-BLG-LPV-264005,4,276.95804166666665,-11.545083333333332,386453654,276.95803679634,-11.54509249494,0,,,18274993-1132423,0,J182749.94-113242.6,4153336493105875712,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.3301,0.021222,7.898,1.0,jhk,,,,,,,,,,,,,,,,,,276.95803679634,-11.54509249494,19.984546246488154,-0.0919705876478981,[80],['hlsp_tess-spoc_tess_phot_0000000386453654-s0080_tess_v1_lc.fits']
0.024039,OGLE-GD-LPV-018187,4,277.1470833333333,-10.943444444444443,213265176,277.14707679365,-10.94344261019,0,,,18283530-1056364,0,J182835.40-105635.7,4153439194385255680,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,16.1921,0.067849,9.651,1.0,jhk,,,,,,,,,,,,,,,,,,277.14707679365,-10.94344261019,20.603427826690066,0.0234972676330206,[80],['hlsp_tess-spoc_tess_phot_0000000213265176-s0080_tess_v1_lc.fits']
0.079276,OGLE-BLG-LPV-234965,4,258.45783333333327,-40.67275,266254038,258.45782632726,-40.67277137053,0,,,17134987-4040218,0,J171349.95-404021.4,5971900997154767232,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.2958,0.047657,8.749,1.0,jhk,,,,,,,,,,,,,,,,,,258.45782632726,-40.67277137053,-13.373828511141909,-1.0494920420034637,[66],['hlsp_tess-spoc_tess_phot_0000000266254038-s0066_tess_v1_lc.fits']
0.173625,OGLE-GD-LPV-001783,4,171.32583333333332,-64.71416666666667,315563973,171.32574588205,-64.7141361583,0,,,11251820-6442509,0,J112518.21-644251.0,5237563569243172224,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.4097,0.047221,9.473,1.0,jhk,,,,,,,,,,,,,,,,,,171.32574588205,-64.7141361583,-66.10373979706401,-3.3642775572764614,[64],['hlsp_tess-spoc_tess_phot_0000000315563973-s0064_tess_v1_lc.fits']
0.093739,OGLE-BLG-LPV-262153,4,275.15874999999994,-10.7925,16711578,275.15877534079,-10.79250764011,0,,,18203809-1047330,0,J182038.09-104733.1,4154345501182869248,0,0,STAR,tmgaia2,tmgaia2,-5.53,0.753,-2.58,0.556,gaia2,-0.2835,0.3485,,,15.2972,0.035017,10.211,1.0,jhk,gaia2,,,,,,,,,,,4196.89,2149.48,1.5161,0.4027,1655.26,2643.7,275.15875110058,-10.79251875025,19.823905634508908,1.820228993124128,[80],['hlsp_tess-spoc_tess_phot_0000000016711578-s0080_tess_v1_lc.fits']
0.016327,OGLE-GD-LPV-011270,4,243.17104166666664,-49.90025,266971563,243.17104624117,-49.90025344778,0,,,16124106-4954008,0,J161241.05-495400.7,5983210986079027456,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,16.676,0.063559,9.327,1.0,jhk,,,,,,,,,,,,,,,,,,243.17104624117,-49.90025344778,-27.349313848844737,0.9911263004066472,[65],['hlsp_tess-spoc_tess_phot_0000000266971563-s0065_tess_v1_lc.fits']
0.038254,OGLE-BLG-LPV-234759,4,258.2605416666666,-30.896944444444443,46765139,258.2605367561,-30.89695419948,0,,,17130253-3053488,0,J171302.50-305348.8,5980715438312609792,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.8043,0.039097,9.891,1.0,jhk,,,,,,,,,,,,,,,,,,258.2605367561,-30.89695419948,-5.53513081338843,4.80424917400109,[66],['hlsp_tess-spoc_tess_phot_0000000046765139-s0066_tess_v1_lc.fits']
0.082565,OGLE-GD-LPV-005561,4,214.12616666666665,-62.34147222222222,334905328,214.12613101246,-62.34148809893,0,,,14163028-6220292,0,J141630.34-622029.2,5854418415931680384,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,13.8677,0.016295,9.545,1.0,jhk,,,,,,,,,,,,,,,,,,214.12613101246,-62.34148809893,-47.37326193463678,-1.0817244342799486,[65],['hlsp_tess-spoc_tess_phot_0000000334905328-s0065_tess_v1_lc.fits']
0.057881,OGLE-GD-LPV-018199,4,277.20312499999994,-11.098722222222223,213253504,277.20314084632,-11.09872630931,0,,,18284874-1105552,0,J182848.74-110554.9,4153424969453401600,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,15.7743,0.073448,10.005,1.0,jhk,,,,,,,,,,,,,,,,,,277.20314084632,-11.09872630931,20.491459096567144,-0.0973335600753698,[80],['hlsp_tess-spoc_tess_phot_0000000213253504-s0080_tess_v1_lc.fits']
0.099524,OGLE-GD-LPV-000803,4,145.45654166666665,-56.34569444444445,441536476,145.45650421878,-56.34567617983,0,,,09414956-5620444,0,J094149.55-562044.3,5306294556499855872,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.4275,0.035029,10.223,1.0,jhk,,,,,,,,,,,,,,,,,,145.45650421878,-56.34567617983,-81.17101762592101,-2.6212216970412268,[62],['hlsp_tess-spoc_tess_phot_0000000441536476-s0062_tess_v1_lc.fits']
0.122729,OGLE-GD-LPV-007257,4,224.9747083333333,-55.2365,35902292,224.97466032126,-55.23652031702,0,,174-127637,14595392-5514117,0,J145953.91-551411.4,5881593739169851648,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,14.01,0.092,12.5484,0.022331,9.498,0.053,vjk,,,,,,,,,,,,,,,,,,224.97466032126,-55.23652031702,-39.39472892441515,3.1651698707410283,[65],['hlsp_tess-spoc_tess_phot_0000000035902292-s0065_tess_v1_lc.fits']
0.119558,OGLE-GD-LPV-009863,4,237.6749583333333,-51.57541666666667,278652989,237.67492029919,-51.57543999489,0,,,15504199-5134316,0,J155042.01-513431.6,5982117556109583616,0,0,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.5103,0.051007,9.116,1.0,jhk,,,,,,,,,,,,,,,,,,237.67492029919,-51.57543999489,-31.072057654426523,2.0136584924716145,[65],['hlsp_tess-spoc_tess_phot_0000000278652989-s0065_tess_v1_lc.fits']
