angDist,GaiaDR3,ra,dec,TIC,RAdeg,DEdeg,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,Vmag,e_Vmag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,Dist,s_Dist,E(B-V),s_E(B-V),e_Dist,E_Dist,RAOdeg,DEOdeg,l,b,num_counterparts,TIC_multiple_counterpart,sector_list,filenames,TPfPloter,sector_TPfPloter,delta
0.000461,468477719642640128,59.92308424223,55.31385823222,72532153,59.9230842452,55.3138583603,0,3721-00028-1,727-029267,03594153+5518498,0,J035941.53+551849.8,468477719642640128,56887445,0,STAR,tmgaia2,tmgaia2,0.011,0.063,-0.038,0.049,gaia2,0.1795,0.0341,11.28,0.017,11.1236,0.000829,10.634,0.028,rered,gaia2,9287.0,123.0,,,,,25.75,,,,4597.48,742.055,0.7446,0.0331,634.46,849.65,59.9230843309,55.3138581961,147.56570320361402,1.715890291474471,1,[72532153],[59],['hlsp_tess-spoc_tess_phot_0000000072532153-s0059_tess_v1_lc.fits'],Gaia_TIC72532153_S59.dat,59,-5.711811000000001
0.001018,468484385432597248,60.22664514023,55.22779984993,72701456,60.22664545923,55.22779963333,0,3722-00094-1,727-029408,04005440+5513402,0,J040054.39+551340.0,468484385432597248,56887674,0,STAR,tmgaia2,tmgaia2,-0.034,0.052,0.043,0.045,gaia2,0.1937,0.0361,10.361,0.007,9.92829,0.00076,9.268,0.023,rered,gaia2,8314.0,123.0,,,,,58.282,,,,4331.22,700.845,0.8823,0.0287,598.48,803.21,60.22664520582,55.22779981888,147.7529314509046,1.7637590998464432,1,[72701456],[59],['hlsp_tess-spoc_tess_phot_0000000072701456-s0059_tess_v1_lc.fits'],Gaia_TIC72701456_S59.dat,59,-5.799406000000001
0.001648,5960360660577319040,260.58604658285,-39.85362984935,198063277,260.58604609886,-39.85362958191,0,7887-00520-1,251-115007,17222064-3951131,0,J172220.65-395113.0,5960360660577319040,19144285,0,STAR,tmgaia2,tmgaia2,0.09,0.095,-0.05,0.061,gaia2,0.5851,0.0469,10.05,0.005,9.78647,0.001481,9.415,0.026,rered,gaia2,8777.0,133.0,,,,,13.601,,,,1637.44,129.495,0.508,0.032,119.52,139.47,260.58604660476,-39.85362979561,-11.76830596204611,-1.905143888091902,1,[198063277],[66],['hlsp_tess-spoc_tess_phot_0000000198063277-s0066_tess_v1_lc.fits'],Gaia_TIC198063277_S66.dat,66,-5.627733000000001
0.001956,468462773152315264,59.56303261355,54.98806192436,72359979,59.56303227758,54.98806243235,0,3721-00397-1,725-031133,03581512+5459169,0,J035815.12+545917.0,468462773152315264,56171553,0,STAR,tmgaia2,tmgaia2,0.056,0.054,-0.119,0.042,gaia2,0.1679,0.0315,11.723,0.024,11.3338,0.000837,10.743,0.02,rered,gaia2,9128.0,123.0,,,,,29.903,,,,4845.84,745.37,0.8816,0.0228,642.41,848.33,59.56303269785,54.98806192104,147.6210880287511,1.33456930110329,1,[72359979],[59],['hlsp_tess-spoc_tess_phot_0000000072359979-s0059_tess_v1_lc.fits'],Gaia_TIC72359979_S59.dat,59,-5.115147
0.001976,469666600942447360,59.87033337902319,57.11799734851306,72613377,59.87033436624,57.11799723053,0,3725-00693-1,736-035065,03592888+5707048,0,J035928.87+570704.8,469666600942447360,57249183,0,STAR,tmgaia2,tmgaia2,-0.114,0.056,0.019,0.053,gaia2,0.1997,0.0411,10.398,0.007,10.1914,0.000363,9.988,0.095,rered,gaia2,11429.0,127.0,,,,,20.065,,,,4218.21,756.59,0.4551,0.1107,635.47,877.71,59.87033346566,57.11799731027,146.36632003165178,3.064899933082488,1,[72613377],[59],['hlsp_tess-spoc_tess_phot_0000000072613377-s0059_tess_v1_lc.fits'],Gaia_TIC72613377_S59.dat,59,-4.211145
0.002183,468502561734102400,60.17746149666783,55.48420982202801,72700750,60.17746200641,55.48421035534,18727,3722-00589-1,728-030968,04004259+5529032,0,J040042.58+552903.1,468502561734102400,56887640,0,STAR,tmgaia2,tmgaia2,-0.056,0.07,-0.126,0.052,gaia2,0.1757,0.0384,9.29,0.03,8.99365,0.000618,8.411,0.034,rered,gaia2,8200.0,123.0,,,,,82.458,,,,4629.41,835.905,0.7456,0.0429,703.19,968.62,60.17746158386,55.4842098137,147.563790486512,1.9392323936173976,1,[72700750],[59],['hlsp_tess-spoc_tess_phot_0000000072700750-s0059_tess_v1_lc.fits'],Gaia_TIC72700750_S59.dat,59,-5.615588000000001
0.002319,206886139406466816,74.82596289321,45.94732676698,367942456,74.82596328466,45.947326183,0,3344-00329-1,680-032224,04591822+4556504,0,J045918.22+455650.4,206886139406466816,54785433,0,STAR,tmgaia2,tmgaia2,-0.055,0.089,0.122,0.073,gaia2,0.2487,0.0578,11.329,0.033,11.0855,0.001075,10.294,0.048,rered,spect,7169.5,63.3,,,-0.016,0.061,24.369,,,,3516.94,770.195,0.5755,,,,74.82596294622,45.94732670739,160.82263351332816,2.113273698872925,1,[367942456],"[59, 73]","['hlsp_tess-spoc_tess_phot_0000000367942456-s0059_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000367942456-s0073_tess_v1_lc.fits']",Gaia_TIC367942456_S59.dat,59,-4.057053999999999
0.002324,466125108354725248,45.08758649070459,60.57300317826341,390889455,45.08758705571,60.57300259534,0,4048-00848-1,753-028784,03002101+6034228,0,J030021.03+603422.8,466125108354725248,58282308,0,STAR,tmgaia2,tmgaia2,-0.045,0.04,0.129,0.061,gaia2,0.4609,0.0329,10.916,0.009,10.7593,0.000377,10.425,0.025,rered,gaia2,9943.0,123.0,,,,,10.033,,,,2044.31,141.115,0.5704,0.0298,131.63,150.6,45.08758665754,60.57300314872,138.12728402165115,1.5619971375989443,1,[390889455],"[58, 59]","['hlsp_tess-spoc_tess_phot_0000000390889455-s0058_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000390889455-s0059_tess_v1_lc.fits']",Gaia_TIC390889455_S58.dat,58,-3.4484189999999995
0.002595,257091214721965824,65.63261063702,46.85304309546,27347087,65.63261005206,46.85304369524,0,3329-01366-1,685-029180,04223182+4651110,0,J042231.83+465111.0,257091214720568832,53500638,0,STAR,tmgaia2,tmgaia2,0.102,0.117,-0.129,0.075,gaia2,0.2746,0.0601,11.649,0.019,11.316,0.001427,10.75,0.039,rered,gaia2,8100.0,123.0,,,,,18.68,,,,3168.05,630.605,0.7016,0.0499,520.19,741.02,65.63261069314,46.85304314157,155.94800671668787,-2.03571685929702,1,[27347087],[59],['hlsp_tess-spoc_tess_phot_0000000027347087-s0059_tess_v1_lc.fits'],Gaia_TIC27347087_S59.dat,59,-5.582186
0.002664,468600590062865408,61.24465879842796,55.90924999545864,72943905,61.24466010951,55.90925008353,0,3722-00954-1,730-031372,04045872+5554331,0,J040458.70+555433.4,468600585766078336,57253582,0,STAR,tmgaia2,tmgaia2,-0.155,0.057,-0.022,0.051,gaia2,0.0463,0.0436,10.984,0.011,10.7632,0.000456,10.439,0.031,rered,gaia2,,,,,,,,,,,7644.44,1933.23,0.7983,0.0343,1597.03,2269.43,61.24465891904,55.90924998829,147.73488858616489,2.655575303605372,1,[72943905],[59],['hlsp_tess-spoc_tess_phot_0000000072943905-s0059_tess_v1_lc.fits'],Gaia_TIC72943905_S59.dat,59,-4.306364
0.002685,2014113372890743296,348.72113569818,60.73800932056,377818662,348.72113559823,60.73801006483,0,4279-01597-1,754-078070,23145306+6044168,0,J231453.07+604416.8,2014113372890743296,58408872,0,STAR,tmgaia2,tmgaia2,0.023,0.047,-0.157,0.042,gaia2,0.3463,0.0294,10.506,0.006,10.1929,0.000416,9.752,0.039,rered,gaia2,10291.0,125.0,,,,,20.652,,,,2657.94,212.065,0.7597,0.0457,195.72,228.41,348.72113580288,60.73800938969,111.4012755773882,0.0462103240647282,1,[377818662],"[57, 77, 78, 84]","['hlsp_tess-spoc_tess_phot_0000000377818662-s0057_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000377818662-s0077_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000377818662-s0078_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000377818662-s0084_tess_v1_lc.fits']",Gaia_TIC377818662_S57.dat,57,-4.233628000000001
0.002692,465110843239762176,38.309025133063706,60.022757440444295,49731691,38.30902425093,60.02275804448,0,4046-01739-1,751-023780,02331416+6001218,0,J023314.14+600122.0,465110843238097280,58280069,0,STAR,tmgaia2,tmgaia2,0.11,0.078,-0.126,0.129,gaia2,0.2375,0.0757,10.915,0.01,10.7851,0.000721,10.376,0.101,rered,gaia2,,,,,,,,,,,3474.08,943.375,1.0927,0.1082,735.77,1150.98,38.30902519543,60.0227575041,135.33072408693238,-0.3754648801172517,1,[49731691],[58],['hlsp_tess-spoc_tess_phot_0000000049731691-s0058_tess_v1_lc.fits'],Gaia_TIC49731691_S58.dat,58,-2.747900999999999
0.002814,2207958269292952320,342.55757610288,62.93728592136,434171402,342.55757533298,62.9372852226,0,,765-070414,22501381+6256141,0,J225013.80+625614.2,2207958269292952320,58777593,0,STAR,tmgaia2,tmgaia2,0.087,0.043,0.172,0.042,gaia2,0.7897,0.0257,12.012,0.057,11.4408,0.000408,10.577,0.033,rered,gaia2,7534.0,122.0,,,,,11.853,,,,1222.77,38.71,1.0475,0.0436,37.51,39.91,342.55757615351,62.93728596417,109.63941597903153,3.2368517941147243,1,[434171402],"[57, 58, 77, 78, 84]","['hlsp_tess-spoc_tess_phot_0000000434171402-s0057_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000434171402-s0058_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000434171402-s0077_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000434171402-s0078_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000434171402-s0084_tess_v1_lc.fits']",Gaia_TIC434171402_S57.dat,57,-4.485593
0.002896,3331522023167017472,96.88135501378,12.89957160796,438325694,96.88135564425,12.89957212696,0,0740-00470-1,515-026102,06273152+1253584,0,J062731.52+125358.4,3331522023167017472,40806665,0,STAR,tmgaia2,tmgaia2,-0.138,0.098,-0.128,0.081,gaia2,0.1771,0.0562,10.954,0.016,10.8439,0.000633,10.532,0.034,rered,gaia2,11231.0,139.0,,,,,19.251,,,,4400.5,1088.18,0.6138,0.0395,869.11,1307.25,96.88135503657,12.899571577,-161.24938308198344,0.6556646211088089,1,[438325694],"[71, 72]","['hlsp_tess-spoc_tess_phot_0000000438325694-s0071_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000438325694-s0072_tess_v1_lc.fits']",Gaia_TIC438325694_S71.dat,71,-5.994479000000002
0.003541,3431764429551042816,95.52697912587,24.97555536639,83950720,95.5269798269,24.97555461556,0,1882-01505-1,575-027505,06220647+2458320,0,J062206.47+245832.0,3431764429551042816,46395898,0,STAR,tmgaia2,tmgaia2,-0.142,0.13,0.155,0.113,gaia2,0.5972,0.0677,9.802,0.005,9.76686,0.000792,9.744,0.017,rered,gaia2,13435.0,145.0,,,,,,,,,1604.48,182.085,0.2489,0.0179,162.24,201.93,95.52697915433,24.97555528236,-172.55240531486646,5.138627599922787,1,[83950720],"[71, 72]","['hlsp_tess-spoc_tess_phot_0000000083950720-s0071_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000083950720-s0072_tess_v1_lc.fits']",Gaia_TIC83950720_S71.dat,71,-5.6165140000000005
0.003574,205938630963331328,77.14216246919,45.52456119504,261620330,77.14216136926,45.52456182113,0,3345-02387-1,678-034360,05083411+4531283,0,J050834.11+453128.4,205938630963331328,54791448,0,STAR,tmgaia2,tmgaia2,0.182,0.07,-0.147,0.055,gaia2,0.1526,0.0379,11.012,0.012,10.9361,0.000651,10.575,0.04,rered,gaia2,8045.0,122.0,,,,,24.503,,,,5144.7,1019.38,0.3829,0.0511,845.52,1193.24,77.14216249021,45.52456118966,162.1412705707928,3.1413227763193623,1,[261620330],"[59, 73]","['hlsp_tess-spoc_tess_phot_0000000261620330-s0059_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000261620330-s0073_tess_v1_lc.fits']",Gaia_TIC261620330_S59.dat,59,-3.7971369999999993
0.003612,3369206822136007552,95.15573168424,16.36628650126,438053778,95.15573238418,16.36628724683,0,,532-024338,06203737+1621587,0,J062037.37+162158.6,3369206822136007552,43203799,0,STAR,tmgaia2,tmgaia2,-0.148,0.083,-0.185,0.074,gaia2,0.2338,0.0467,11.735,0.034,11.3574,0.000482,10.576,0.026,rered,gaia2,6058.0,122.0,,,,,32.31,,,,3671.02,650.025,0.5971,0.0371,547.12,752.93,95.15573171956,16.36628644879,-165.09457222512498,0.8030922999329002,1,[438053778],"[71, 72]","['hlsp_tess-spoc_tess_phot_0000000438053778-s0071_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000438053778-s0072_tess_v1_lc.fits']",Gaia_TIC438053778_S71.dat,71,-3.455831999999999
0.003898,466225473151473792,44.26719596975003,61.416017967831486,390814054,44.26719667895,61.41601899608,0,4048-01072-1,758-024715,02570411+6124578,0,J025704.12+612457.7,466225473151473792,58523879,0,STAR,tmgaia2,tmgaia2,-0.059,0.038,-0.227,0.055,gaia2,0.4632,0.0329,9.288,0.003,9.17715,0.00026,8.986,0.034,rered,gaia2,,,,,,,,,,,2035.38,139.67,0.5789,0.0371,130.33,149.01,44.26719614683,61.41601801904,137.3799045284123,2.119574244505672,1,[390814054],[58],['hlsp_tess-spoc_tess_phot_0000000390814054-s0058_tess_v1_lc.fits'],Gaia_TIC390814054_S58.dat,58,-5.300101
0.004015,205855102437705088,75.41266951881,45.02644697024,260478960,75.4126684179,45.02644776919,0,3344-00510-1,676-032759,05013903+4501351,0,J050139.03+450135.1,205855102437705088,53280031,0,STAR,tmgaia2,tmgaia2,0.185,0.071,-0.188,0.055,gaia2,0.2085,0.0348,11.501,0.028,11.4991,0.000655,10.923,0.03,rered,gaia2,8773.0,123.0,,,,,22.967,,,,4126.12,612.145,0.8177,0.0366,528.45,695.84,75.41266954724,45.02644695884,161.80218180988905,1.8707099791988795,1,[260478960],"[59, 73]","['hlsp_tess-spoc_tess_phot_0000000260478960-s0059_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000260478960-s0073_tess_v1_lc.fits']",Gaia_TIC260478960_S59.dat,59,-3.4443070000000002
0.004114,252187255422047104,59.80091061692,53.98344216073,72528686,59.80091068939,53.98344101886,0,,720-031684,03591222+5359005,0,J035912.21+535900.4,252187255422047104,56680490,0,STAR,tmgaia2,tmgaia2,0.002,0.067,0.249,0.051,gaia2,0.0614,0.0372,11.434,0.046,10.8427,0.001029,9.925,0.073,rered,gaia2,5799.0,123.0,,,,,109.091,,,,7411.43,1627.88,0.7443,0.1117,1367.56,1888.2,59.80091070251,53.9834420903,148.37843353828552,0.6600615964661736,1,[72528686],[59],['hlsp_tess-spoc_tess_phot_0000000072528686-s0059_tess_v1_lc.fits'],Gaia_TIC72528686_S59.dat,59,-3.717924
0.00412,5935622056931548032,244.66408798571,-49.41387564628,314868712,244.66408869597,-49.41387459923,0,8319-00698-1,203-123130,16183938-4924500,0,J161839.37-492450.0,5935622056931548032,0,0,STAR,tmgaia2,tmgaia2,-0.089,0.069,-0.23,0.045,gaia2,1.0831,0.0439,7.594,0.002,7.62851,0.000617,7.717,0.025,rered,gaia2,,,,,,,,,,,901.077,35.986,0.6328,0.0242,34.577,37.395,244.66408810678,-49.41387558769,-26.315044917506555,0.6729811121396855,1,[314868712],"[12, 39]","['hlsp_tess-spoc_tess_phot_0000000314868712-s0012_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000314868712-s0039_tess_v1_lc.fits']",Gaia_TIC314868712_S12.dat,12,-5.922986
0.004513,4203038232694853760,282.78123628986,-10.30448889393,151643839,282.78123735,-10.30448819868,0,5697-01344-1,399-094746,18510749-1018161,0,J185107.49-101816.2,4203038232694853760,6845251,0,STAR,tmgaia2,tmgaia2,-0.234,0.11,-0.137,0.095,gaia2,0.7163,0.0864,10.38,0.007,10.3725,0.000488,10.068,0.008,rered,gaia2,7534.0,123.0,,,,,7.49,,,,1365.43,173.38,0.2002,0.0064,152.09,194.67,282.78123632678,-10.3044887879,23.7057732328756,-4.609852217557393,1,[151643839],[80],['hlsp_tess-spoc_tess_phot_0000000151643839-s0080_tess_v1_lc.fits'],Gaia_TIC151643839_S80.dat,80,-3.1573650000000004
0.00477,468641134559750016,61.77617390573,56.24256163032,73109257,61.77617235447,56.24256062414,0,3722-00186-1,732-032637,04070629+5614332,0,J040706.27+561433.2,468641134559750016,57256018,0,STAR,tmgaia2,tmgaia2,0.207,0.051,0.219,0.041,gaia2,0.0693,0.0319,10.694,0.009,10.5454,0.000258,10.097,0.015,rered,gaia2,9222.0,122.0,,,,,52.667,,,,7783.3,1670.72,0.6762,0.0168,1396.66,1944.78,61.77617396051,56.24256156664,147.73240361846553,3.101759957378606,1,[73109257],[59],['hlsp_tess-spoc_tess_phot_0000000073109257-s0059_tess_v1_lc.fits'],Gaia_TIC73109257_S59.dat,59,-4.4180199999999985
0.004779,201222280134342144,78.291595316,41.99052345717,285243475,78.2915948664,41.9905247419,0,2904-01797-1,660-032753,05130996+4159258,0,J051309.98+415925.9,201222280134342144,53023319,0,STAR,tmgaia2,tmgaia2,0.079,0.076,-0.297,0.054,gaia2,-0.0027,0.05,11.634,0.034,11.063,0.00942,10.264,0.025,rered,gaia2,5389.0,190.0,,,,,94.299,,,,8567.04,2300.67,0.4618,0.0358,1917.27,2684.06,78.29159532222,41.9905234617,165.48501226689072,1.7207879170550169,1,[285243475],"[59, 73]","['hlsp_tess-spoc_tess_phot_0000000285243475-s0059_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000285243475-s0073_tess_v1_lc.fits']",Gaia_TIC285243475_S59.dat,59,-4.314449
0.004859,4155931168760784896,277.0838930584014,-9.584787123007091,387153140,277.08389177364,-9.58478665743,90529,5694-01642-1,403-082678,18282013-0935051,0,J182820.13-093505.2,4155931168760784896,4348334,0,STAR,tmgaia2,tmgaia2,0.292,0.097,-0.095,0.091,gaia2,0.6408,0.0545,10.43,0.03,10.139,0.000827,9.646,0.057,rered,spect,6871.7,277.2,,,,,24.361,,,,1502.8,126.935,0.8406,,,,277.0838930472,-9.58478706665,21.77772305841201,0.7097329446360822,1,[387153140],[80],['hlsp_tess-spoc_tess_phot_0000000387153140-s0080_tess_v1_lc.fits'],Gaia_TIC387153140_S80.dat,80,-5.263138
0.005106,468738819295502720,59.50719179712926,55.91543974450321,72362403,59.50719396303,55.91544047809,0,3721-00207-1,730-030478,03580174+5554555,0,J035801.72+555455.5,468738819295502720,57247982,0,STAR,tmgaia2,tmgaia2,-0.272,0.056,-0.177,0.044,gaia2,0.1995,0.0344,9.575,0.004,9.33252,0.000754,8.841,0.015,rered,gaia2,8535.0,124.0,,,,,54.711,,,,4249.89,637.67,0.6591,0.0167,550.28,725.06,59.50719187504,55.91543971546,146.9959990873765,2.020598200149696,1,[72362403],[59],['hlsp_tess-spoc_tess_phot_0000000072362403-s0059_tess_v1_lc.fits'],Gaia_TIC72362403_S59.dat,59,-4.739367999999999
0.005131,3332400532958930688,94.80937368876,12.85401858947,438004651,94.80937403859,12.8540199732,0,,515-023916,06191424+1251145,0,J061914.24+125114.4,3332400532958930688,41514521,0,STAR,tmgaia2,tmgaia2,-0.077,0.076,-0.323,0.067,gaia2,0.1133,0.0406,11.582,0.046,11.2139,0.000741,10.461,0.017,rered,spect,7172.0,38.6,,,0.122,0.033,39.559,,,,5978.69,1364.57,0.5865,,,,94.80937369848,12.85401858233,-162.15602123813363,-1.149892070478975,1,[438004651],"[71, 72]","['hlsp_tess-spoc_tess_phot_0000000438004651-s0071_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000438004651-s0072_tess_v1_lc.fits']",Gaia_TIC438004651_S71.dat,71,-4.825524999999999
0.005217,5969701905185566976,254.07128307199787,-40.4957018280214,341259989,254.07128186194,-40.49570070855,0,7872-00469-1,248-108746,16561710-4029444,0,J165617.10-402944.4,5969701905185566976,21440637,0,STAR,tmgaia2,tmgaia2,0.21,0.103,-0.239,0.076,gaia2,0.5918,0.051,8.156,0.003,8.04163,0.000486,6.7,0.6,rered,gaia2,,,,,,,,,,,1620.11,137.715,1.3818,0.096,126.33,149.1,254.07128304975,-40.49570173926,-15.250323237394156,1.7085138716313817,1,[341259989],[66],['hlsp_tess-spoc_tess_phot_0000000341259989-s0066_tess_v1_lc.fits'],Gaia_TIC341259989_S66.dat,66,-5.877138
0.005218,3328035231278385024,98.62095366248188,11.172542323826503,229396120,98.62095350774,11.17254376535,0,0737-00537-1,506-028026,06342903+1110211,0,J063429.03+111021.1,3328035231278385024,41078954,0,STAR,tmgaia2,tmgaia2,0.036,0.071,-0.339,0.063,gaia2,0.157,0.0465,10.552,0.009,10.2806,0.000473,9.884,0.037,rered,gaia2,9528.0,123.0,,,,,33.384,,,,4834.9,1067.67,0.6272,0.0442,873.14,1262.19,98.62095366791,11.17254230733,-158.930865907281,1.3650327081759863,1,[229396120],"[71, 72]","['hlsp_tess-spoc_tess_phot_0000000229396120-s0071_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000229396120-s0072_tess_v1_lc.fits']",Gaia_TIC229396120_S87.dat,87,-5.0823
0.005283,442986916939558912,50.04742317364,52.06842173696,259108127,50.04742087104,52.0684221244,0,3323-01421-1,711-026963,03201138+5204063,0,J032011.38+520406.3,442986916939558912,55479744,0,STAR,tmgaia2,tmgaia2,0.341,0.109,-0.084,0.111,gaia2,0.5088,0.0512,8.867,0.002,8.69813,0.002607,8.342,0.02,rered,gaia2,9532.0,155.0,,,,,24.625,,,,1856.75,183.385,0.5669,0.0225,165.98,200.79,50.04742325864,52.06842176151,144.81040805590223,-4.369643772354967,1,[259108127],[58],['hlsp_tess-spoc_tess_phot_0000000259108127-s0058_tess_v1_lc.fits'],Gaia_TIC259108127_S58.dat,58,-5.797364
0.005372,464697873547937664,43.54447005725744,60.650968886897445,390523812,43.54447148141,60.65097020576,0,4048-00991-1,754-027090,02541067+6039036,0,J025410.67+603903.3,464697873547937664,0,0,STAR,tmgaia2,tmgaia2,-0.142,0.053,-0.299,0.076,gaia2,0.3314,0.0471,8.489,0.002,8.36549,0.000302,8.194,0.026,rered,gaia2,,,,,,,,,,,2762.63,378.01,0.5264,0.0286,329.32,426.7,43.54447022995,60.65096891746,137.42030316834988,1.2792415380957085,1,[390523812],"[58, 59]","['hlsp_tess-spoc_tess_phot_0000000390523812-s0058_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000390523812-s0059_tess_v1_lc.fits']",Gaia_TIC390523812_S58.dat,58,-3.2933719999999997
0.005387,464841565971672064,41.49015237309635,60.829990140306286,50767717,41.4901554158,60.82998994085,0,4047-02259-1,755-025833,02455764+6049480,0,J024557.63+604947.9,464841565970384128,58280968,0,STAR,tmgaia2,tmgaia2,-0.315,0.048,0.044,0.074,gaia2,0.4239,0.0489,11.503,0.014,11.1164,0.000943,10.507,0.065,rered,gaia2,8243.0,122.0,,,,,15.625,,,,2212.67,249.4,0.7939,0.0821,222.46,276.34,41.49015263296,60.82999013156,136.43986900295468,0.9976979191721757,1,[50767717],[58],['hlsp_tess-spoc_tess_phot_0000000050767717-s0058_tess_v1_lc.fits'],Gaia_TIC50767717_S58.dat,58,-4.400888
0.005395,3370622610856485376,96.03456385837,18.38957419459,429994228,96.03456484158,18.38957536746,0,1332-01292-1,542-026344,06240829+1823225,0,J062408.29+182322.4,3370622610856485376,43218828,0,STAR,tmgaia2,tmgaia2,-0.207,0.088,-0.278,0.077,gaia2,0.1832,0.0518,10.911,0.014,10.3239,0.000457,9.74,0.036,rered,gaia2,7546.0,122.0,,,,,40.538,,,,4251.85,922.87,0.6262,0.0467,756.78,1088.96,96.03456390151,18.38957417216,-166.48895371748486,2.4926173464535823,1,[429994228],[71],['hlsp_tess-spoc_tess_phot_0000000429994228-s0071_tess_v1_lc.fits'],Gaia_TIC429994228_S71.dat,71,-3.069242000000001
0.005417,458930935059889408,36.2985641651626,58.53071221400168,445628275,36.29856664282,58.53071298287,0,3698-02910-1,743-023479,02251165+5831506,0,J022511.65+583150.6,458930935055708416,58104775,0,STAR,tmgaia2,tmgaia2,-0.253,0.077,-0.173,0.086,gaia2,0.5374,0.0368,10.487,0.006,10.2717,0.000331,9.962,0.016,rered,gaia2,9199.0,123.0,,,,,10.427,,,,1767.51,117.875,0.4632,0.0178,110.22,125.53,36.298564555,58.53071223795,134.9253525787536,-2.140772789991,1,[445628275],[58],['hlsp_tess-spoc_tess_phot_0000000445628275-s0058_tess_v1_lc.fits'],Gaia_TIC445628275_S58.dat,58,-4.931419
0.005438,469718003120510464,59.78120639874406,57.23657451251545,72519949,59.78120764793,57.23657316173,0,3725-00866-1,737-033551,03590748+5714117,0,J035907.49+571411.7,469718003120510464,57248886,0,STAR,tmgaia2,tmgaia2,-0.138,0.051,0.295,0.049,gaia2,0.2874,0.0395,10.162,0.007,9.99998,0.000405,9.831,0.022,rered,gaia2,10720.0,124.0,,,,,15.788,,,,3143.14,409.93,0.3752,0.025,359.49,460.37,59.78120654828,57.23657443095,146.25225091460683,3.123385740059993,1,[72519949],[59],['hlsp_tess-spoc_tess_phot_0000000072519949-s0059_tess_v1_lc.fits'],Gaia_TIC72519949_S59.dat,59,-3.4467540000000003
0.005478,3371371726171233920,98.41700801843,18.3854165793,257169860,98.41700927664,18.38541752243,0,1333-00004-1,542-029267,06334007+1823075,0,J063340.07+182307.5,3371371726171233920,43265751,0,STAR,tmgaia2,tmgaia2,-0.27,0.077,-0.22,0.067,gaia2,0.1669,0.0457,12.148,0.048,11.7329,0.00082,11.64,0.011,rered,gaia2,11012.0,158.0,,,,,8.789,,,,4543.4,905.995,0.2728,0.0102,755.79,1056.2,98.41700805141,18.38541657489,-165.44071806378014,4.4967618940648375,1,[257169860],"[43, 45]","['hlsp_tess-spoc_tess_phot_0000000257169860-s0043_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000257169860-s0045_tess_v1_lc.fits']",Gaia_TIC257169860_S43.dat,43,-5.629323999999999
0.005512,277312126906962432,67.69226057954,55.94665915467,356328268,67.6922595022,55.94666056201,0,3736-00213-1,730-034453,04304612+5556480,0,J043046.14+555648.0,277312126906962432,57266732,0,STAR,tmgaia2,tmgaia2,0.156,0.058,-0.316,0.05,gaia2,0.2035,0.0426,10.093,0.004,9.85021,0.00061,9.457,0.02,rered,gaia2,8420.0,123.0,,,,,34.854,,,,4147.8,756.8,0.4931,0.0235,633.85,879.75,67.69226070203,55.94665920213,150.29667261423913,5.2068378496495935,1,[356328268],"[59, 73]","['hlsp_tess-spoc_tess_phot_0000000356328268-s0059_tess_v1_lc.fits', 'hlsp_tess-spoc_tess_phot_0000000356328268-s0073_tess_v1_lc.fits']",Gaia_TIC356328268_S59.dat,59,-4.201967
