TIC,sector,source,per,power,prominence,width,amplitude,brf_class,brf_prob,instability,sigma_brf,entropy,sigma_top,brf_class_raw,cube_idx,sector_class,final_class_tic,decision_step
390542554,64.0,LS,2.862970130181713,0.739252977230892,0.7392481494332942,4.362081039871555,0.5501735210418701,CEP,0.598,0.04,0.1257922668529349,0.71025646,0.30650365,CEP,130075.0,Unconstrained,CEP,2
415165528,16.0,ACF,1.791685843655614,0.7722044168952299,1.4550279693873265,41.613311495836186,0.0436882534995675,CEP,0.846,0.0,0.094072321115193,0.30828723,0.18629766,CEP,45954.0,CEP,CEP,2
415165528,17.0,LS,1.8188890794585504,0.9393903296035092,0.9393660956055272,4.3028946518043085,0.0411972776055336,CEP,0.836,0.0,0.0916307808544705,0.73959285,0.30450934,CEP,45945.0,CEP,CEP,2
415165528,57.0,ACF,1.805539027081977,0.8074849236842652,1.532243117204424,377.22223440729374,0.0433833617717027,CEP,0.62,0.0,0.114614770426852,0.7605827,0.4300529,CEP,45959.0,Unconstrained,CEP,2
415165528,57.0,LS,1.797151445679505,0.9289499561062188,0.9287779158409464,4.24881583649767,0.0433833617717027,CEP,0.59,0.0,0.0541431583858939,1.034956,0.42706758,CEP,45956.0,Unconstrained,CEP,2
415165528,77.0,ACF,1.7893497328650485,0.7381364377376937,1.387651626207009,372.5889512740622,0.0426578521728515,CEP,0.567,0.06,0.1112591569265199,1.1178684,0.37996072,CEP,45967.0,Unconstrained,CEP,2
415165528,77.0,LS,1.7987942740956266,0.9444252523554776,0.9444141629997684,3.697595719484525,0.0426578521728515,CEP,0.569,0.02,0.1223776711659443,0.9317082,0.40064415,CEP,45963.0,Unconstrained,CEP,2
415165528,83.0,ACF,1.8032658370730128,0.8700929038110948,1.703055464489319,381.5079691252208,0.0416753022000193,CEP,0.541,0.0,0.0958869000437494,0.61014354,0.39527592,CEP,46159.0,Unconstrained,CEP,2
415165528,83.0,LS,1.806758599214099,0.9543519179715912,0.954262423496706,4.462186718876183,0.0416753022000193,CEP,0.536,0.0,0.1033641253046723,0.3439055,0.2427558,CEP,46157.0,Unconstrained,CEP,2
415165528,84.0,ACF,1.7962799178676505,0.8455038203400399,1.6523270503127687,381.7452961914764,0.040036654099822,CEP,0.599,0.0,0.0999148757693267,0.752194,0.42155358,CEP,45971.0,Unconstrained,CEP,2
415165528,84.0,LS,1.8132055265134992,0.9548627417880636,0.9547082965122908,4.363735992705188,0.040036654099822,CEP,0.536,0.0,0.0610943401633899,0.65156865,0.360589,CEP,45969.0,Unconstrained,CEP,2
