angDist,GaiaDR3,TIC,ra,dec,Tmag,Gmag,OID,RAJ2000,DEJ2000,Name,V,Type,l_max,max,u_max,n_max,f_min,l_min,min,u_min,n_min,Epoch,u_Epoch,l_Period,Period,u_Period,Sp,n_OID
0.10053,5337243678528174848,467095041,167.74988398744767,-61.16938291165949,9.203,9.89805,4679732,167.74994,-61.16939,Gaia DR3 5337243678528174848,0,BE|GCAS|SDOR|WR,,9.85,,G,,,9.96,,G,,,,,,O,
0.100535,3113457634378647808,257065501,102.28440145817724,0.0894491172286399,8.908,8.98741,55637,102.28442,0.08947,NSV 17202,0,GCAS,,8.94,,V,,,9.15,,V,,,,,,B0.5Vnn,B
0.100559,2060740946627370240,312242985,303.44383383690587,37.29996520179959,8.6,8.73941,9952795,303.44385,37.29999,Gaia DR3 2060740946627370240,0,DSCT|GDOR|SXPHE,,8.71,,G,,,8.77,,G,,,,0.6367,,B,
0.100625,2060525304904417792,312637783,303.50962805613284,36.801923735476734,9.635,9.78531,9952519,303.50964,36.80195,Gaia DR3 2060525304904417792,0,BCEP,,9.76,,G,,,9.81,,G,,,,,,B,
0.100629,2164475809937299584,136719100,317.78601080421,47.16828205278,9.538,10.1908,52217,317.78601,47.16831,V2578 Cyg,0,CWB:,,10.35,,R1,,,10.6,,R1,2451362.7,,,1.7659,,,B
0.10092,5337543359831512064,467880293,169.58582436168672,-60.598173692802185,9.345,9.31713,4701769,169.58588,-60.59818,Gaia DR3 5337543359831512064,0,BCEP,,9.29,,G,,,9.34,,G,,,,,,B,
0.10103,1836722908515284352,244453774,301.26164540668,27.39821510606,10.221,10.9533,7645822,301.26166,27.39824,Gaia DR3 1836722908515284352,0,BCEP,,10.91,,G,,,10.99,,G,,,,,,O,
0.101158,2060892644866832512,312630206,303.51374153713414,37.7583259893728,9.366,9.50969,7689687,303.51376,37.75835,Gaia DR3 2060892644866832512,0,BCEP,,9.43,,G,,,9.57,,G,,,,0.1643477,,B,
0.101213,4146592707257808384,114970688,274.74454690263747,-13.991247305141098,6.149,8.15265,34917,274.74454,-13.99122,QR Ser,0,EB:,,8.25,,Hp,,,8.41,,Hp,2448502.209,,,4.0161,,B1Ib/II,B
0.101287,5350306426409875200,459026773,161.52369864130654,-59.84704102625344,9.157,9.76313,621740,161.52374,-59.84706,HD 305525,0,ELL,,9.98,,V,,,10.01,,V,2453450.6,,,1.9018,,O5.5V((f))z+O7.5V+B,B
0.101368,5337760169781174272,467640226,168.81030502840684,-60.164646701161125,7.766,7.70758,167289,168.81036,-60.16464,V0831 Car,0,EA:,,7.7,,V,,,7.8,,V,2451908.74,,,14.758,,B1/2II/IIIn,B
0.101501,5979821702816425472,46282359,258.0764783716897,-33.100875167685494,9.2,9.32733,105041,258.07645,-33.10086,V1452 Sco,0,BCEP,,9.42,,V,,,9.52,,V,2451938.297,,,0.1807755,,B1/2Ib,B
0.101506,6060330491115099008,253190486,195.23863751541344,-57.504969939644575,9.771,9.82382,5031673,195.23869,-57.50497,Gaia DR3 6060330491115099008,0,ACV|roAm|roAp|SXARI,,9.8,,G,,,9.84,,G,,,,,,B,
0.101629,5351137485406229248,458831281,160.99788804133067,-57.685044955008905,8.688,8.65446,225477,160.99794,-57.68505,HD 93113,0,BCEP,,8.71,,V,Y,,0.007,,V,,,,0.179359,,B1/2II/III,B
0.101712,5592037940410767872,148660950,114.83758205105052,-32.518031799535265,9.626,9.72591,84234,114.83758,-32.51806,ASAS J073921-3231.1,0,ESD,,9.77,,V,Y,,0.22,,V,2451869.37,,,2.2496,,B1:Vnnp,B
0.101861,5869546428991037312,449517017,200.4011323564851,-60.52077138746885,9.493,9.52119,7903,200.40117,-60.52075,V0606 Cen,0,EB/KE,,9.4,,V,,,10.25,,V,2427952.354,,,1.495093,,B1/2Ib/II,B
0.101907,5255357378247767424,464743397,156.99980170540343,-58.96400653403817,9.624,9.92089,4547727,156.99985,-58.96402,Gaia DR3 5255357378247767424,0,BE|GCAS|SDOR|WR,,9.9,,G,,,9.95,,G,,,,,,O,
0.101998,5338533989800815104,304893603,165.58251680268586,-59.8079006711769,9.431,9.55942,4653002,165.58257,-59.80791,Gaia DR3 5338533989800815104,0,BCEP,,9.54,,G,,,9.59,,G,,,,,,B,
0.102052,5332695338190693760,325237845,177.3746985648805,-64.62248050356908,8.556,9.78011,273806,177.37476,-64.62247,ASAS J114930-6437.4,0,VAR,,9.478,,Ic,Y,,0.155,,Ic,,,,,,Be,B
0.102057,3034153021768177536,6780465,113.29683432416,-11.61172383071,9.074,8.98119,410891,113.29685,-11.6117,ASAS J073311-1136.7,0,MISC,,8.934,,Ic,Y,,0.284,,Ic,2454502.2,,,729.0,,Be,B
0.102346,5255445270457696640,464072693,155.28668889879,-59.17554892752,9.903,10.157,4524541,155.28674,-59.17556,Gaia DR3 5255445270457696640,0,DSCT|GDOR|SXPHE,,10.13,,G,,,10.18,,G,,,,0.0745399,,B,
0.102352,2061286682345952640,12673900,304.90345706465644,38.589053427411216,10.164,10.5499,7713220,304.90347,38.58908,Gaia DR3 2061286682345952640,0,E,,10.51,,G,,,10.63,,G,,,,1.91022,,B,
0.102472,5878638565442923648,388112818,217.21192702361893,-60.540321463054525,8.156,8.50265,305527,217.21198,-60.54031,HIP 70808,0,SPB:,,8.6,,V,,,8.66,,V,2452666.86,,,3.4376,,B1IIIn,B
0.102514,5350350303799853056,458857427,161.0014857243859,-59.87430170401285,6.622,7.95429,56932,161.00154,-59.87431,V0661 Car,0,EA,,8.07,,V,,,8.28,,V,2453131.619,,,23.9438,,O6III(f),B
0.102576,2175229725156237696,342758031,326.96299174805,57.18890867604,10.159,10.6145,359069,326.96304,57.18892,BD+56 2647,0,DSCT,,10.57,,Rc,,,10.61,,Rc,2456633.2971,,,0.16728,,,
0.102581,5351451258533646848,457975630,158.73313303488862,-58.18671589324591,8.873,9.00895,683747,158.73318,-58.18673,HD 91850,0,ELL:,,9.06,,V,,,9.11,,V,2453813.85,,,2.0621,,B0/1(III),B
0.102969,2004595622298541696,430460842,332.70723934661,53.2646049382,9.828,9.90483,8076334,332.70728,53.26462,Gaia DR3 2004595622298541696,0,BCEP,,9.88,,G,,,9.92,,G,,,,,,B,
0.103749,5255422077627175552,464259862,155.9789787291154,-59.51327759302739,8.154,8.24038,56831,155.97903,-59.51329,NSV 18396,0,ACYG:,,8.34,,V,,,8.38,,V,,,,,,B1Ib,B
0.104015,5350473071140641152,459325631,162.26352413903396,-58.8954385719622,8.095,8.71533,250327,162.26358,-58.89544,HD 93890,0,VAR,,9.09,,V,,,,,,,,,,,B1Ia/Iab,B
0.104406,4265884393158996224,227743418,284.51994046188,0.36919856682,9.932,10.6747,113425,284.51996,0.36922,ASAS J185805+0022.1,0,ESD,,11.08,,V,Y,,0.17,,V,2451980.8,,,4.02474,,,B
0.104583,6056829577420029568,253177684,195.1884242808944,-59.598196990382206,10.057,10.2172,5031027,195.18848,-59.59819,Gaia DR3 6056829577420029568,0,BE|GCAS|SDOR|WR,,10.1,,G,,,10.26,,G,,,,,,B,
0.104662,1826129869905715072,378429048,295.43451774446527,21.4842895951284,9.314,9.57789,7520511,295.43454,21.48431,Gaia DR3 1826129869905715072,0,BCEP,,9.57,,G,,,9.6,,G,,,,0.1532459,,B,
0.104819,5337611151596697728,467283255,168.28035292872391,-61.11390181450902,9.433,9.48793,225493,168.2804,-61.11392,HD 97629,0,BCEP,,9.53,,V,Y,,0.027,,V,,,,0.1931032,,B3/5Ib/II,B
0.105045,5334813964002558976,324270436,176.82568030029873,-62.43617939482584,8.594,8.48244,273778,176.82574,-62.43617,ASAS J114718-6226.1,0,VAR,,8.506,,Ic,Y,,0.049,,Ic,,,,,,B0.5II,B
0.105148,5234871105786165120,401881979,168.1463325917744,-68.00663643374764,8.157,8.06229,10412029,168.14641,-68.00664,Gaia DR3 5234871105786165120,0,BCEP,,8.05,,G,,,8.08,,G,,,,,,B,
0.105555,4041119511843371392,110625688,266.34843777219373,-35.40989757513839,9.772,9.98881,9227086,266.34845,-35.40987,Gaia DR3 4041119511843371392,0,E,,9.97,,G,,,10.13,,G,,,,2.85876,,B,
0.105751,5547742052903182080,145408079,122.60782238953,-32.52136133421,10.279,11.0606,86075,122.60783,-32.52139,V0731 Pup,0,DCEP,,11.1,,V,,,11.8,,V,2454884.7901,,,5.4647817,,,B
0.106092,5258084923000086528,462906547,152.32254391673166,-59.241642307293205,9.788,9.87401,4184473,152.32259,-59.24166,Gaia DR3 5258084923000086528,0,ACV|roAm|roAp|SXARI,,9.86,,G,,,9.88,,G,,,,,,B,
0.106269,3026751487445091840,139783833,112.30592933996,-18.15211475185,10.136,10.4021,83597,112.30596,-18.15211,ASAS J072914-1809.1,0,ESD,,10.38,,V,Y,,0.26,,V,2451869.9,,,5.9844,,,B
0.106463,5259199621617104128,461873432,149.7286008474,-57.72804636922,9.58,10.9929,4149306,149.72865,-57.72806,Gaia DR3 5259199621617104128,0,BE|GCAS|SDOR|WR,,10.81,,G,,,11.03,,G,,,,3.26486,,B,
0.10665,2061131715608660736,13973539,305.76197183839,38.45576401213,8.872,9.17097,9953242,305.76199,38.45579,Gaia DR3 2061131715608660736,0,BCEP,,9.15,,G,,,9.19,,G,,,,0.285489,,B,
0.106695,5350323743720932352,459332381,162.24561412403378,-59.685870890548735,9.458,9.63653,4613955,162.24567,-59.68588,Gaia DR3 5350323743720932352,0,BCEP,,9.62,,G,,,9.66,,G,,,,,,B,
0.106748,2061239948782076288,14212879,305.8688646520312,39.3497006374846,9.341,10.0281,9953334,305.86887,39.34973,Gaia DR3 2061239948782076288,0,E,,9.99,,G,,,10.06,,G,,,,1.23538,,B,
0.106753,5332962626948476544,303875170,177.54606836928,-63.65290854622,8.54,10.3899,7647,177.54613,-63.65292,V0350 Cen,0,EA/KE:,,10.35,,V,,,10.83,,V,2453142.583,,,3.216917,,OB,B
0.106799,6056826175797002368,253177102,195.0995016452406,-59.68544354008259,9.272,9.52293,411905,195.09956,-59.68544,ASAS J130024-5941.1,0,GCAS,,9.53,,V,,,9.78,,V,,,,,,B1.5IVe,B
0.106802,5253659762328819200,390098366,160.1985567497059,-61.60034455011581,9.134,9.02549,432886,160.19861,-61.60036,GDS_J1040477-613601,0,BE,,9.04,,V,,,9.17,,V,,,,,,B8,B
0.106818,5337509897800804352,281648563,170.53410070321917,-60.58679430972223,9.746,9.92049,4712941,170.53416,-60.5868,Gaia DR3 5337509897800804352,0,BE|GCAS|SDOR|WR,,9.87,,G,,,9.99,,G,,,,1.76032,,B,
0.106989,2005033949480207616,343119937,334.49113977883,54.46729164721,10.337,10.4285,16665,334.49118,54.46731,AW Lac,0,EB/KE,,10.6,,pg,,,11.3,,pg,2426624.222,,,1.1428498,,A0,B
0.107228,2061487411925673984,274076553,304.8120993369941,39.80550177090588,9.128,9.97365,7711731,304.81213,39.80552,Gaia DR3 2061487411925673984,0,E,,9.91,,G,,,10.03,,G,,,,4.25873,,O,
0.10726,4253174107540208896,163734289,280.99768972216,-6.50878195016,10.136,10.8044,7150496,280.99771,-6.50876,Gaia DR3 4253174107540208896,0,RS,,10.78,,G,,,10.83,,G,,,,,,B,
0.107302,5814122315506225792,304844648,260.80251968764,-63.8965566556,11.507,11.9384,2946,260.80255,-63.89653,DU Ara,0,CWB,,11.73,,V,,,12.46,,V,2454879.8,,,1.63959,,,B
0.107416,2061947282674980352,42721070,302.45410598414503,38.82406675742983,10.835,11.1239,7670165,302.45413,38.82409,Gaia DR3 2061947282674980352,0,DSCT|GDOR|SXPHE,,11.1,,G,,,11.13,,G,,,,,,B,
0.107459,5891313563729348480,412032557,219.23146558346,-58.26145857653,8.857,9.69786,45352,219.23151,-58.26144,V1210 Cen,0,DCEP(B),,9.75,,V,,,10.35,,V,2452082.85,,,4.317,,,B
0.107696,2061531358019903360,42365645,302.321722596966,37.50216944929392,9.523,9.60309,2388867,302.32175,37.50219,TIC 42365645,0,EA+BCEP,,9.64,,V,,,9.67,,V,2456001.131,,,1.50626,,B2III,
0.10774,5983671440925716224,215655563,242.50390087235,-49.09010338851,9.649,11.3769,356815,242.50386,-49.09009,[HHR2012] J161000.9-490524,0,VAR,,11.4,,r,Y,,0.22,,r,,,,,,,B
0.107858,5350494202381420416,459001907,161.39939321898416,-59.06586212998437,9.757,10.3031,4604290,161.39944,-59.06588,Gaia DR3 5350494202381420416,0,RS,,10.28,,G,,,10.35,,G,,,,,,O,
0.108207,183262754127654528,2939367,82.04038488083,35.28166096903,9.336,9.57954,40622,82.04042,35.28167,NSV 1998,2,,,9.9,,V,,,,,,,,,,,Be?,B
0.10835,5854634126367279872,336660284,215.0376382023857,-61.08185587300706,7.649,7.83269,58515,215.03767,-61.08183,NSV 20080,0,GCAS,,7.89,,V,,,7.95,,V,,,,,,O9.5V,B
0.10853,196996680850087936,440340055,89.09954901856109,46.104741152503415,11.273,11.2,55168,89.09958,46.10472,NSV 16733,0,ZZLep,,11.59,,V,,,,,,,,,0.21,,Of(H),B
0.108718,3429519531748056576,79241923,89.97314433268572,25.08861935115592,8.787,8.97395,55182,89.97312,25.08864,NSV 16747,0,BE,,8.96,,V,,,9.25,,V,,,,,,B2Vnep,B
0.108766,6095832381546853888,242416400,213.7442464982508,-46.28869302596389,10.064,9.93734,8118,213.74429,-46.28869,V0821 Cen,0,PVTELII,,9.94,,V,,,10.03,,V,,,,,,B3p,B
0.108839,5328797401980675968,29945178,133.56361754098205,-47.491919537699,9.122,9.50818,411174,133.56366,-47.49191,ASAS J085415-4729.5,0,MISC,,8.953,,Ic,Y,,0.115,,Ic,2458556.1,,,2197.0,,B0.5IV,B
0.108992,5240804345428330240,466592679,166.47088483774,-63.77947063376,11.575,11.6134,4664040,166.47095,-63.77948,Gaia DR3 5240804345428330240,0,VAR,,11.53,,G,,,11.69,,G,,,,0.1807161,,B,
0.109111,1934938537001944960,155113877,345.68811881639465,44.05872379187964,6.441,6.37858,262,345.68814,44.05875,LN And,0,SPB:,,6.37,,V,,,6.4,,V,2448507.5,,,3.2506,,B2V,B
0.109372,5862544459694104704,442802752,198.16872697423764,-62.4215684631078,9.495,10.054,5071295,198.16879,-62.42156,Gaia DR3 5862544459694104704,0,BE|GCAS|SDOR|WR,,10.02,,G,,,10.09,,G,,,,,,B,
0.109444,2059863536357618816,40479710,301.0675450018933,36.265367241030674,9.414,9.45942,2224891,301.06757,36.26539,CzeV3835,0,GDOR,,9.53,,g,,,9.55,,g,2458728.597,,,1.23198,,,
0.109494,2064140219938660608,15674477,307.0489748851131,38.67294984829358,9.481,10.2641,7749457,307.04898,38.67298,Gaia DR3 2064140219938660608,0,E,,10.24,,G,,,10.3,,G,,,,1.30839,,B,
0.109515,1862325719653172736,161444020,309.15479701055824,30.78985686136292,9.043,9.16529,7782297,309.15482,30.78988,Gaia DR3 1862325719653172736,0,BCEP,,9.15,,G,,,9.18,,G,,,,,,B,
0.109648,5861692376930050304,439173767,195.48338932629704,-64.62689324466606,8.872,9.01518,7315,195.48346,-64.62689,RZ Cen,0,EB/KE:,,8.95,,V,,,9.6,,V,2429342.942,,,1.8759517,,B2V,B
0.109714,5337626514737970176,467279235,168.19915950591587,-60.73798262332421,8.569,8.78184,683772,168.19922,-60.73799,HD 97581,0,ELL,,8.84,,V,,,8.89,,V,2454571.91,,,3.93616,,B1III,B
0.109783,2013448099637948672,367761682,344.03559453749,58.88751055474,7.323,7.99566,8807,344.03564,58.88753,V0455 Cep,0,ACYG,,8.48,,Hp,,,8.53,,Hp,2448501.013,,,1.6299,,B9Ia,B
0.109811,3126009723543317376,234009943,100.66893627116708,1.7161891803304483,7.84,7.88226,41801,100.66896,1.71617,NSV 3177,1,,,7.84,,V,,,7.97,,V,,,,,,O8V,B
0.110074,5521032952654216448,82465594,124.46450372642232,-43.54547607863785,9.573,9.52757,3757641,124.46453,-43.5455,Gaia DR3 5521032952654216448,0,ACV|roAm|roAp|SXARI,,9.52,,G,,,9.57,,G,,,,,,B,
0.11009,5338644937391267968,306386296,166.64392441851822,-58.92010942267863,9.602,9.63485,10430182,166.64398,-58.92012,Gaia DR3 5338644937391267968,0,BCEP,,9.61,,G,,,9.66,,G,,,,,,B,
0.110168,5326931801314365312,401588029,135.58983428725,-48.69844048343,9.435,10.0438,3953215,135.58987,-48.69846,Gaia DR3 5326931801314365312,0,BE|GCAS|SDOR|WR,,10.02,,G,,,10.06,,G,,,,,,O,
0.110259,2058844804458573952,91701376,302.24308846623546,35.473270848319544,10.985,11.04,7666154,302.2431,35.4733,Gaia DR3 2058844804458573952,0,BCEP,,11.01,,G,,,11.07,,G,,,,0.424585,,B,
0.110751,3426911971201838464,81972427,92.9696411198014,25.98355420734984,10.38,10.4429,618826,92.96962,25.98353,EPIC 202062206,1,VAR,,10.5,,Kp,Y,,0.017,,Kp,,,,1.80786,,,B
0.111043,5312318402746795776,296564787,141.59294724688849,-52.97783012597222,9.455,9.51438,89414,141.59296,-52.97786,ASAS J092622-5258.7,0,ED,,9.58,,V,Y,,0.14,,V,2451869.97,,,2.3153,,B1V,B
0.111482,4198024528325070592,6800200,288.22083405262896,-12.582900713512489,9.369,9.37493,7359562,288.22083,-12.58287,Gaia DR3 4198024528325070592,0,BCEP,,9.36,,G,,,9.39,,G,,,,,,B,
0.111579,252878401557369088,410336237,70.24720739300419,44.53034418647852,9.946,10.4329,251644,70.24717,44.53036,LS V +44 17,0,HMXB/XP+GCAS,,10.53,,V,,,10.85,,V,,,,155.0,,B0.2Ve,B
0.111712,2180981923316189312,277006982,306.4459875798172,50.7846923956332,10.366,10.4983,7739466,306.44601,50.78472,Gaia DR3 2180981923316189312,0,BCEP,,10.48,,G,,,10.51,,G,,,,,,B,
0.111915,5254147503170937472,464877141,159.92184880235934,-60.62103193324239,10.662,10.7468,4585880,159.92191,-60.62104,Gaia DR3 5254147503170937472,0,BCEP,,10.73,,G,,,10.77,,G,,,,,,B,
0.112112,5333592367876976512,319936471,174.38306065717714,-63.3476884855964,7.331,9.20877,7568,174.38313,-63.34769,LW Cen,0,EB+GCAS,,8.83,,V,,,9.4,,V,2453537.075,,,1.002591,,B1.5Ve,B
0.11215,5859147488560637696,443262289,198.96377855028985,-63.88426545398173,8.78,8.74107,44781,198.96384,-63.88425,V1166 Cen,0,EA,,8.77,,V,,,8.98,,V,2451955.858,,,13.4197,,B1/2V,B
0.112192,2006230218128669952,422016001,335.07979468354,56.38780573019,8.815,10.056,52749,335.07983,56.38783,NSV 14125,0,SPBe,,10.12,,V,,,10.24,,V,2459871.44,,,0.7869,,B1IV:pe,B
0.112215,5255410184833998592,464738620,156.89931347194016,-58.39068031442852,9.272,9.37697,172651,156.89937,-58.39069,V0713 Car,0,EA,,9.45,,V,,,9.64,,V,2452703.7,,,3.12881,,B2V,B
0.11225,5865440405843492736,323082644,206.5185241214213,-62.47082671418404,8.557,9.99295,5196353,206.51859,-62.47082,Gaia DR3 5865440405843492736,0,ACV|roAm|roAp|SXARI,,9.98,,G,,,10.03,,G,,,,,,B,
0.112295,5341103307932981888,304644439,165.30711837928,-55.58251896746,9.604,9.63839,4649587,165.30717,-55.58253,Gaia DR3 5341103307932981888,0,BCEP,,9.6,,G,,,9.65,,G,,,,,,B,
0.112312,4156366708493256448,217725064,278.4439369068,-8.90605633016,10.384,11.2235,455532,278.44391,-8.90604,GDS_J1833465-085421,0,VAR,,11.49,,r,Y,,0.42,,r,,,,,,OB:e,B
0.11258,5878661723932257408,390596947,217.56848653671,-60.38654673346,9.991,10.2789,442800,217.56854,-60.38653,GDS_J1430164-602311,0,EW:,,10.38,,V,,,10.5,,V,2452433.549,,,0.317968,,OB,B
0.11265,5325585694148814336,373003716,137.97262203481418,-50.48581010898866,10.388,10.4558,3985865,137.97266,-50.48583,Gaia DR3 5325585694148814336,0,DSCT|GDOR|SXPHE,,10.44,,G,,,10.47,,G,,,,1.317,,B,
0.112776,5340179958698030208,306845162,167.12474515675584,-58.43148925808708,8.477,8.43193,10457494,167.12479,-58.43151,Gaia DR3 5340179958698030208,0,BCEP,,8.41,,G,,,8.46,,G,,,,,,B,
0.112988,5331423722933241856,29122883,132.64912924881,-45.5489269371,9.608,9.68715,37621,132.64917,-45.54894,GW Vel,0,GCAS,,8.97,,V,,,9.5,,V,,,,,,B2Vne,B
0.112996,2060830419377577472,11480287,303.98654813985,37.50846928355,11.033,11.3997,11374,303.98654,37.5085,V0454 Cyg,0,EB/SD,,11.8,,pg,,,13.2,,pg,2428725.469,,,2.3168937,,B5,B
0.113161,2005653524280214400,328546890,331.98428755192987,54.518432170802825,9.57,9.7386,230995,331.98434,54.51844,V1008 Cep,0,HMXB,,9.7,:,V,,,9.9,:,V,,,,19.12,:,O9.5Ve,B
0.113342,5337249828921901312,467094468,167.77560557372638,-61.11792478218885,8.307,8.46201,43742,167.77567,-61.11792,NSV 5118,1,,,8.5,,V,,,8.67,,V,,,,,,O9.5Ib,B
0.113557,5351429852414472576,457764782,158.17343939371096,-58.462412843498825,9.883,9.9553,4563114,158.17349,-58.46243,Gaia DR3 5351429852414472576,0,BCEP,,9.94,,G,,,9.97,,G,,,,,,B,
0.113791,1827317411197904896,424048289,299.70203761244,23.08929917686,11.052,11.2334,629995,299.70203,23.08933,HD 345439,0,SXARI/E,,11.29,,V,,,11.36,,V,2458650.7041,,,0.770153,,B2Ve,B
0.113804,5616530558355526144,106407886,109.803175185483,-24.955688256013403,6.983,6.77578,5439,109.80321,-24.95569,MX CMa,0,EB,,6.73,,V,,,6.81,,V,2448501.674,,,2.48599,,B2V,B
0.11385,5351752833948153600,464635983,156.8259837319793,-57.10686079640644,8.932,9.17372,431942,156.82603,-57.10688,GDS_J1027182-570624,0,EA,,9.22,,V,,,9.33,,V,2451906.72,,,7.3546,,B0V,B
0.113929,5338434277835273984,459675351,163.29309092618,-59.24100057885,9.781,9.84749,4626406,163.29315,-59.24101,Gaia DR3 5338434277835273984,0,BCEP,,9.83,,G,,,9.88,,G,,,,,,B,
0.113978,5337894486338613888,466353921,165.79028744587606,-61.7687403943775,7.394,8.95388,411546,165.79034,-61.76876,ASAS J110310-6146.1,0,GCAS,,8.64,,V,,,9.02,,V,,,,,,B2Vnne,B
0.114057,5970540931315766656,342694097,254.468539078532,-37.99656167406175,7.173,7.28099,33699,254.46854,-37.99653,V0883 Sco,0,EA,,7.34,,V,,,7.66,,V,2457579.114,,,4.34119,,B2.5Vn,B
0.114308,5254070090673438592,390542554,160.59590755007,-61.16590080734,9.416,10.0814,5921,160.59596,-61.16592,EY Car,0,DCEP(B),,10.01,,V,,,10.56,,V,2451891.71,,,2.87598,,,B
0.114711,3424998997067394944,45909257,93.06289893483,22.324437289,10.719,11.1857,614334,93.06287,22.32442,EPIC 202062496,1,VAR,,11.4,,Kp,Y,,0.003,,Kp,,,,9.90151,,,B
0.114798,5596601154188852352,144632645,121.58947099704,-30.09687032198,8.808,9.60082,26693,121.5895,-30.09689,BN Pup,0,DCEP,,9.17,,V,,,10.45,,V,2455135.6176,,,13.6727,,G4,B
0.115033,5350383667107695744,458860766,161.2344077296408,-59.550964979933376,8.977,10.398,4602262,161.23447,-59.55097,Gaia DR3 5350383667107695744,0,BCEP,,10.38,,G,,,10.41,,G,,,,,,O,
0.115054,5940781588288163456,15795988,247.65258228285,-48.71136452037,9.58,11.1215,449404,247.65263,-48.71137,GDS_J1630366-484240,0,VAR,,11.15,,r,Y,,0.09,,r,,,,,,em,B
0.115238,1999513542101583232,416544045,359.4486965426397,59.72010905920973,7.214,7.76365,7151,359.44876,59.72011,V0820 Cas,0,BE,,8.19,,Hp,,,8.27,,Hp,,,,,,B1Iab,B
0.115317,2058687643015188736,105633100,301.0263267566505,35.32444984487232,11.337,11.6243,7640941,301.02634,35.32448,Gaia DR3 2058687643015188736,0,DSCT|GDOR|SXPHE,,11.6,,G,,,11.62,,G,,,,,,B,
0.115393,5241675364765181696,466156210,165.1648945275476,-62.61394902561297,9.606,9.54535,225487,165.16496,-62.61396,HD 95568,0,BCEP,,9.56,,V,Y,,0.034,,V,,,,0.1625394,,O9/B0V,B
0.115458,5241989408466448000,464977196,161.99793628213564,-61.99667844304753,9.489,9.28757,4611116,161.998,-61.99669,Gaia DR3 5241989408466448000,0,BE|GCAS|SDOR|WR,,9.11,,G,,,9.34,,G,,,,,,B,
0.115594,2028593288240985216,435725796,297.5346763622176,28.133625576690424,10.283,10.6212,7566578,297.5347,28.13365,Gaia DR3 2028593288240985216,0,BE|GCAS|SDOR|WR,,10.45,,G,,,10.73,,G,,,,2.02047,,B,
0.115797,5254407262783529472,460720215,158.3761880979353,-60.12778083140881,8.954,8.8118,225473,158.37625,-60.12779,HD 91651,0,BCEP,,8.85,,V,Y,,0.011,,V,,,,0.135341,,O8/9V,B
0.115835,5944176124334692864,224802820,246.7364249017867,-43.79922198117268,7.762,7.82507,20308,246.73642,-43.79919,V0348 Nor,0,BCEP,,7.95,,V,Y,,0.022,,V,,,,0.144921,,B1/2II/III,B
0.115979,2007534376355668736,415165528,337.2364862691231,56.603229449605394,9.029,9.25877,305820,337.23651,56.6032,HIP 110967,0,VAR,,9.36,,V,Y,,0.019,,V,,,,1.80437,,B3II,B
0.116775,5337747731560719616,306492084,166.80799982116994,-59.87309817392416,7.231,7.33667,683767,166.80806,-59.87311,HD 96670,0,EA,,7.41,,V,,,7.45,,V,2448012.06,,,5.284,,O7V(f)n,B
0.117155,5351428886020311424,457764895,158.28920371807,-58.47802610119,8.63,8.71272,621636,158.28926,-58.47804,HD 302978,0,BE:,,8.74,,V,,,8.81,,V,,,,,,B5,B
0.117443,5336487145809672320,452107356,173.37347780228345,-59.49350179310084,9.619,9.71424,4746416,173.37354,-59.49351,Gaia DR3 5336487145809672320,0,BCEP,,9.69,,G,,,9.73,,G,,,,0.1335493,,B,
0.117569,1960981328902089088,331224359,330.10475637179,43.44535204904,8.004,8.65982,16674,330.1048,43.44536,BG Lac,0,DCEP,,8.51,,V,,,9.18,,V,2435315.273,,,5.331908,,F7-G4,B
0.117731,5331979594778332416,447918637,135.67447731473317,-42.71157780311919,9.609,9.54085,3954413,135.67451,-42.7116,Gaia DR3 5331979594778332416,0,ACV|roAm|roAp|SXARI,,9.52,,G,,,9.56,,G,,,,,,B,
0.11792,461398960703453824,251322835,44.21813480299621,59.088927445871015,8.485,8.87822,305137,44.2181,59.0889,HIP 13736,0,VAR,,9.06,,V,Y,,0.026,,V,,,,0.73617,,B0II-III,B
