TIC,sector,source,per,power,prominence,width,amplitude,brf_class,brf_prob,instability,sigma_brf,entropy,sigma_top,brf_class_raw,cube_idx,sector_class,final_class_tic,decision_step
2341101,59.0,LS,9.046003844655552,0.0635176232553714,0.0355516977092804,4.034028782778478,0.0112164963502436,ELL,1.0,0.04,0.189392100152039,0.23914954,0.15048786,ELL,39529.0,ELL,ELL,2
2341101,71.0,LS,2.623972099171544,0.2370500990086677,0.2338663902777044,4.127819887729856,0.0126726529560983,CEP,0.467,0.02,0.0694730336173684,0.5997485,0.31957182,CEP,39532.0,Unconstrained,ELL,2
2779013,43.0,LS,1.7352812566298652,0.0221414174655967,0.0218365740833229,3.934167580591748,0.0081613811198621,ELL,0.992,0.02,0.0822851724188507,0.062421545,0.062793486,ELL,14150.0,ELL,ELL,2
2779013,44.0,ACF,1.736240934462785,0.3270594121973099,0.5819467832010522,58.32643554325432,0.0066356110619381,ELL,0.995,0.1,0.2615496251192113,0.3028766,0.2254005,ELL,14174.0,ELL,ELL,2
2779013,45.0,ACF,1.750067869652412,0.2905153370050622,0.4103362389642492,50.82658761692636,0.0078254053369164,ELL,1.0,0.0,0.0082766176666558,0.041058518,0.015583629,ELL,14195.0,ELL,ELL,2
2779013,45.0,LS,1.728843648065393,0.0832056890695998,0.0824826715462976,4.0483111264566105,0.0078254053369164,ELL,1.0,0.02,0.1343781232195181,0.116373785,0.12198479,ELL,14186.0,ELL,ELL,2
2779013,71.0,LS,9.283939850176044,0.0411399033457412,0.0338038716142,3.190154820778844,0.0137768767308443,E,0.844,0.1,0.1935559825993503,0.3850661,0.17405973,E,14251.0,E,ELL,2
2779211,45.0,LS,8.767706872263586,0.0256699486299062,0.0081396173331146,2.8606527405718225,0.0071073649451136,ELL,0.992,0.04,0.1686075917626487,0.2495893,0.13402228,ELL,19033.0,ELL,ELL,2
2856528,71.0,LS,3.893265187800295,0.0208787756572856,0.016259866027039,4.251560454154969,0.0330456183291971,ELL,0.995,0.12,0.2400717170856335,0.45977217,0.29810822,ELL,11805.0,ELL,ELL,2
2856912,44.0,LS,7.57434720061397,0.0809254076854765,0.0676176733747234,4.4386079895848525,0.0177299999631941,ELL,0.998,0.06,0.1699683007720761,0.27924013,0.18745682,ELL,7155.0,ELL,ELL,2
2856912,71.0,ACF,0.1412134413235435,0.251184951515436,0.0159998882050845,3.077617527407405,0.0260475650429725,ELL,0.687,0.12,0.2240473147961093,0.75602853,0.31265616,ELL,7407.0,Unconstrained,ELL,2
